Article ID,Article ID (DB id),Article name (rollup),Author name,Author country,Author faculty,Full university information,raw text,Author country 2,Author faculty 2,Full faculty information 2,Author faculty 3,Full faculty 3,Faculty 4,full infor 4
13,WOS:000873142500002 (https://www.notion.so/WOS-000873142500002-1130ee199b1d812486b0e6a7b4c09ea8?pvs=21),Encoded Value-at-Risk: A machine learning approach for portfolio risk measurement,Ehsan Tabatabaei,Iran,Department of Finance,"Khatam University, Hakim Azam, North Shiraz St, Mollasadra, Tehran, 1991633356, Iran
","Hamid Ariana,1,∗
, Mehrdad Moghimib,2
, Ehsan Tabatabaeic,3
, Shiva Zamania,4
a RiskLab, GSME, Sharif University of Technology, Teymoori Sq, Tehran, 1459973941, Iran
b Department of Mathematics and Statistics, York University, 4700 Keele Street, Toronto, Ontario M3J 1P3, Canada
c Khatam University, Hakim Azam, North Shiraz St, Mollasadra, Tehran, 1991633356, Iran",,,,,,,
13,WOS:000873142500002 (https://www.notion.so/WOS-000873142500002-1130ee199b1d812486b0e6a7b4c09ea8?pvs=21),Encoded Value-at-Risk: A machine learning approach for portfolio risk measurement," Shiva Zamani",Iran,Graduate School of Management and Economics,"RiskLab, GSME, Sharif University of Technology, Teymoori Sq, Tehran, 1459973941, Iran","Hamid Ariana,1,∗
, Mehrdad Moghimib,2
, Ehsan Tabatabaeic,3
, Shiva Zamania,4
a RiskLab, GSME, Sharif University of Technology, Teymoori Sq, Tehran, 1459973941, Iran
b Department of Mathematics and Statistics, York University, 4700 Keele Street, Toronto, Ontario M3J 1P3, Canada
c Khatam University, Hakim Azam, North Shiraz St, Mollasadra, Tehran, 1991633356, Iran",,,,,,,
14,WOS:000463062900004 (https://www.notion.so/WOS-000463062900004-1130ee199b1d81a2a7a5d942f8bf3a5a?pvs=21),Generative Bayesian neural network model for risk-neutral pricing of American index options,HUISU JANG,Korea,Department of Industrial Engineering,"Department of Industrial Engineering, Seoul National University, Seoul, South Korea","HUISU JANG and JAEWOOK LEE*
Department of Industrial Engineering, Seoul National University, Seoul, South Korea",,,,,,,
14,WOS:000463062900004 (https://www.notion.so/WOS-000463062900004-1130ee199b1d81a2a7a5d942f8bf3a5a?pvs=21),Generative Bayesian neural network model for risk-neutral pricing of American index options," JAEWOOK LEE",Korea,Department of Industrial Engineering,"Department of Industrial Engineering, Seoul National University, Seoul, South Korea","HUISU JANG and JAEWOOK LEE*
Department of Industrial Engineering, Seoul National University, Seoul, South Korea",,,,,,,
15,WOS:001097165900021 (https://www.notion.so/WOS-001097165900021-1130ee199b1d8199896ec71ce95d07aa?pvs=21),Exploiting Data Science for Measuring the Performance of Technology Stocks,Tahir Sher,Pakistan,Department of Creative Technologies,"Department of Creative Technologies, Air University, Islamabad, 44230, Pakistan","Tahir Sher1
, Abdul Rehman2
, Dongsun Kim2,* and Imran Ihsan1
1
Department of Creative Technologies, Air University, Islamabad, 44230, Pakistan
2
School of Computer Science and Engineering, Kyungpook National University, Daegu, 41566, Korea
*Corresponding Author: Dongsun Kim. Email: mailto:darkrsw@knu.ac.kr",,,,,,,
15,WOS:001097165900021 (https://www.notion.so/WOS-001097165900021-1130ee199b1d8199896ec71ce95d07aa?pvs=21),Exploiting Data Science for Measuring the Performance of Technology Stocks,Abdul Rehman,Korea,School of Computer Science and Engineering,"School of Computer Science and Engineering, Kyungpook National University, Daegu, 41566, Korea","Tahir Sher1
, Abdul Rehman2
, Dongsun Kim2,* and Imran Ihsan1
1
Department of Creative Technologies, Air University, Islamabad, 44230, Pakistan
2
School of Computer Science and Engineering, Kyungpook National University, Daegu, 41566, Korea
*Corresponding Author: Dongsun Kim. Email: mailto:darkrsw@knu.ac.kr",,,,,,,
15,WOS:001097165900021 (https://www.notion.so/WOS-001097165900021-1130ee199b1d8199896ec71ce95d07aa?pvs=21),Exploiting Data Science for Measuring the Performance of Technology Stocks,Dongsun Kim,Korea,School of Computer Science and Engineering,"School of Computer Science and Engineering, Kyungpook National University, Daegu, 41566, Korea","Tahir Sher1
, Abdul Rehman2
, Dongsun Kim2,* and Imran Ihsan1
1
Department of Creative Technologies, Air University, Islamabad, 44230, Pakistan
2
School of Computer Science and Engineering, Kyungpook National University, Daegu, 41566, Korea
*Corresponding Author: Dongsun Kim. Email: mailto:darkrsw@knu.ac.kr",,,,,,,
15,WOS:001097165900021 (https://www.notion.so/WOS-001097165900021-1130ee199b1d8199896ec71ce95d07aa?pvs=21),Exploiting Data Science for Measuring the Performance of Technology Stocks,Imran Ihsan,Pakistan,Department of Creative Technologies,"Department of Creative Technologies, Air University, Islamabad, 44230, Pakistan","Tahir Sher1
, Abdul Rehman2
, Dongsun Kim2,* and Imran Ihsan1
1
Department of Creative Technologies, Air University, Islamabad, 44230, Pakistan
2
School of Computer Science and Engineering, Kyungpook National University, Daegu, 41566, Korea
*Corresponding Author: Dongsun Kim. Email: mailto:darkrsw@knu.ac.kr",,,,,,,
16,https://doi.org/10.7906/indecs.18.4.7 (https://www.notion.so/https-doi-org-10-7906-indecs-18-4-7-10c0ee199b1d814a8223e75406abc858?pvs=21),Forecasting Stock Market Indices using Machine Learning Algorithms,Berislav Žmuk,Croatia,Faculty of Economics and Business,"University of Zagreb – Faculty of Economics and Business
Zagreb, Croatia","Berislav Žmuk* and Hrvoje Jošić
University of Zagreb – Faculty of Economics and Business
Zagreb, Croatia",,,,,,,
16,https://doi.org/10.7906/indecs.18.4.7 (https://www.notion.so/https-doi-org-10-7906-indecs-18-4-7-10c0ee199b1d814a8223e75406abc858?pvs=21),Forecasting Stock Market Indices using Machine Learning Algorithms,Hrvoje Jošić,Croatia,Faculty of Economics and Business,"University of Zagreb – Faculty of Economics and Business
Zagreb, Croatia","Berislav Žmuk* and Hrvoje Jošić
University of Zagreb – Faculty of Economics and Business
Zagreb, Croatia",,,,,,,
17,WOS:001259187000001 (https://www.notion.so/WOS-001259187000001-10c0ee199b1d81b788cbcf407414c89f?pvs=21),Probabilistic deep learning and transfer learning for robust cryptocurrency price prediction,Amin Golnari,Iran,Faculty of Electrical & Robotics,"Faculty of Electrical & Robotics, Shahrood University of Technology, Shahrood, Iran","Amin Golnari a,∗
, Mohammad Hossein Komeili b
, Zahra Azizi c
a Faculty of Electrical & Robotics, Shahrood University of Technology, Shahrood, Iran
b Faculty of Mathematics & Computer Science, Shahid Beheshti University, Tehran, Iran
c Department of Computer Engineering, University of Afarinesh, Borujerd, Iran",,,,,,,
17,WOS:001259187000001 (https://www.notion.so/WOS-001259187000001-10c0ee199b1d81b788cbcf407414c89f?pvs=21),Probabilistic deep learning and transfer learning for robust cryptocurrency price prediction,Mohammad Hossein Komeili,Iran,Faculty of Mathematics & Computer Science,"Faculty of Mathematics & Computer Science, Shahid Beheshti University, Tehran, Iran","Amin Golnari a,∗
, Mohammad Hossein Komeili b
, Zahra Azizi c
a Faculty of Electrical & Robotics, Shahrood University of Technology, Shahrood, Iran
b Faculty of Mathematics & Computer Science, Shahid Beheshti University, Tehran, Iran
c Department of Computer Engineering, University of Afarinesh, Borujerd, Iran",,,,,,,
17,WOS:001259187000001 (https://www.notion.so/WOS-001259187000001-10c0ee199b1d81b788cbcf407414c89f?pvs=21),Probabilistic deep learning and transfer learning for robust cryptocurrency price prediction,Zahra Azizi,Iran,Department of Computer Engineering,"Department of Computer Engineering, University of Afarinesh, Borujerd, Iran","Amin Golnari a,∗
, Mohammad Hossein Komeili b
, Zahra Azizi c
a Faculty of Electrical & Robotics, Shahrood University of Technology, Shahrood, Iran
b Faculty of Mathematics & Computer Science, Shahid Beheshti University, Tehran, Iran
c Department of Computer Engineering, University of Afarinesh, Borujerd, Iran",,,,,,,
18,WOS:000188597300010 (https://www.notion.so/WOS-000188597300010-10c0ee199b1d81339e46d8fcf0d50227?pvs=21),The adaptive selection of financial and economic variables for use with artificial neural networks,Suraphan Thawornwong,USA,Intelligent Systems Center / Eng Management (THINK https://isc.mst.edu/),"Intelligent Systems Center, 1870 Miner Circle 204, Eng Management, University of Missouri - Rolla,
Rolla, MO65409-0370, USA","Suraphan Thawornwong, David Enke∗
Intelligent Systems Center, 1870 Miner Circle 204, Eng Management, University of Missouri - Rolla,
Rolla, MO65409-0370, USA",,,,,,,
18,WOS:000188597300010 (https://www.notion.so/WOS-000188597300010-10c0ee199b1d81339e46d8fcf0d50227?pvs=21),The adaptive selection of financial and economic variables for use with artificial neural networks,David Enke∗,USA,Intelligent Systems Center / Eng Management (THINK https://isc.mst.edu/),"Intelligent Systems Center, 1870 Miner Circle 204, Eng Management, University of Missouri - Rolla,
Rolla, MO65409-0370, USA","Suraphan Thawornwong, David Enke∗
Intelligent Systems Center, 1870 Miner Circle 204, Eng Management, University of Missouri - Rolla,
Rolla, MO65409-0370, USA",,,,,,,
19,WOS:001062957900001 (https://www.notion.so/WOS-001062957900001-10c0ee199b1d818e9710c21dd2f99fc1?pvs=21),Application of machine learning in algorithmic investment strategies on global stock markets,Jan Grudniewicz,Poland,Faculty of Economic Sciences,"Quantitative Finance Research Group, Faculty of Economic Sciences, University of Warsaw, Ul. Długa 44/50, 00-241 Warsaw, Poland ","Jan Grudniewicz a
, Robert Slepaczuk ´ b,*
a Quantitative Finance Research Group, Faculty of Economic Sciences, University of Warsaw, Ul. Długa 44/50, 00-241 Warsaw, Poland b Quantitative Finance Research Group, Department of Quantitative Finance, Faculty of Economic Sciences, University of Warsaw, Ul. Długa 44/50,
00-241 Warsaw, Poland",,,,,,,
19,WOS:001062957900001 (https://www.notion.so/WOS-001062957900001-10c0ee199b1d818e9710c21dd2f99fc1?pvs=21),Application of machine learning in algorithmic investment strategies on global stock markets,Robert Slepaczuk,Poland,"Department of Quantitative Finance, Faculty of Economic Science","Quantitative Finance Research Group, Department of Quantitative Finance, Faculty of Economic Sciences, University of Warsaw, Ul. Długa 44/50,
00-241 Warsaw, Poland ","Jan Grudniewicz a
, Robert Slepaczuk ´ b,*
a Quantitative Finance Research Group, Faculty of Economic Sciences, University of Warsaw, Ul. Długa 44/50, 00-241 Warsaw, Poland b Quantitative Finance Research Group, Department of Quantitative Finance, Faculty of Economic Sciences, University of Warsaw, Ul. Długa 44/50,
00-241 Warsaw, Poland",,,,,,,
20,WOS:000336191800020 (https://www.notion.so/WOS-000336191800020-1130ee199b1d81d989aaf471f40bb31c?pvs=21),Parametric models and non-parametric machine learning models for predicting option prices: Empirical comparison study over KOSPI 200 Index options,Hyejin Park,Korea,Department of Industrial and Management Engineering,"Department of Industrial and Management Engineering, Pohang University of Science and Technology (POSTECH), San 31 Hyoja, Pohang 790-784, South Korea","Hyejin Park a
, Namhyoung Kim b,⇑
, Jaewook Lee c
aDepartment of Industrial and Management Engineering, Pohang University of Science and Technology (POSTECH), San 31 Hyoja, Pohang 790-784, South Korea bDepartment of Applied Statistics, Gachon University, 1342 Seongnamdaero, Sujeong-gu, Seongnam-si, Gyeonggi-do 461-701, South Korea
cDepartment of Industrial Engineering, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul 151-744, South Korea
",,,,,,,
20,WOS:000336191800020 (https://www.notion.so/WOS-000336191800020-1130ee199b1d81d989aaf471f40bb31c?pvs=21),Parametric models and non-parametric machine learning models for predicting option prices: Empirical comparison study over KOSPI 200 Index options,Namhyoung Kim,Korea,Department of Applied Statistic,"Department of Applied Statistics, Gachon University, 1342 Seongnamdaero, Sujeong-gu, Seongnam-si, Gyeonggi-do 461-701, South Korea","Hyejin Park a
, Namhyoung Kim b,⇑
, Jaewook Lee c
aDepartment of Industrial and Management Engineering, Pohang University of Science and Technology (POSTECH), San 31 Hyoja, Pohang 790-784, South Korea bDepartment of Applied Statistics, Gachon University, 1342 Seongnamdaero, Sujeong-gu, Seongnam-si, Gyeonggi-do 461-701, South Korea
cDepartment of Industrial Engineering, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul 151-744, South Korea",,,,,,,
20,WOS:000336191800020 (https://www.notion.so/WOS-000336191800020-1130ee199b1d81d989aaf471f40bb31c?pvs=21),Parametric models and non-parametric machine learning models for predicting option prices: Empirical comparison study over KOSPI 200 Index options,Jaewook Lee,Korea,Department of Industrial Engineering,"Department of Industrial Engineering, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul 151-744, South Korea","Hyejin Park a
, Namhyoung Kim b,⇑
, Jaewook Lee c
aDepartment of Industrial and Management Engineering, Pohang University of Science and Technology (POSTECH), San 31 Hyoja, Pohang 790-784, South Korea bDepartment of Applied Statistics, Gachon University, 1342 Seongnamdaero, Sujeong-gu, Seongnam-si, Gyeonggi-do 461-701, South Korea
cDepartment of Industrial Engineering, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul 151-744, South Korea",,,,,,,
21,WOS:001157113100001 (https://www.notion.so/WOS-001157113100001-1130ee199b1d8177b3c5e480ebeff154?pvs=21),On the pricing of capped volatility swaps using machine learning techniques,STEPHAN HÖCHT,Germany,Assenagon Asset Management S.A,"†Assenagon Asset Management S.A., München, Germany
","STEPHAN HÖCHT†, WIM SCHOUTENS*‡ and EVA VERSCHUEREN‡
†Assenagon Asset Management S.A., München, Germany
‡Department of Mathematics, KU Leuven, Leuven, Belgium",,,,,,,
21,WOS:001157113100001 (https://www.notion.so/WOS-001157113100001-1130ee199b1d8177b3c5e480ebeff154?pvs=21),On the pricing of capped volatility swaps using machine learning techniques,WIM SCHOUTENS,Belgium,Department of Mathematics,"Department of Mathematics, KU Leuven, Leuven, Belgium","STEPHAN HÖCHT†, WIM SCHOUTENS*‡ and EVA VERSCHUEREN‡
†Assenagon Asset Management S.A., München, Germany
‡Department of Mathematics, KU Leuven, Leuven, Belgium",,,,,,,
21,WOS:001157113100001 (https://www.notion.so/WOS-001157113100001-1130ee199b1d8177b3c5e480ebeff154?pvs=21),On the pricing of capped volatility swaps using machine learning techniques,EVA VERSCHUEREN,Belgium,Department of Mathematics,"Department of Mathematics, KU Leuven, Leuven, Belgium","STEPHAN HÖCHT†, WIM SCHOUTENS*‡ and EVA VERSCHUEREN‡
†Assenagon Asset Management S.A., München, Germany
‡Department of Mathematics, KU Leuven, Leuven, Belgium",,,,,,,
22,WOS:001153279000001 (https://www.notion.so/WOS-001153279000001-10c0ee199b1d81d39f27e328ab3876e5?pvs=21),Fin-GAN: forecasting and classifying financial time series via generative adversarial networks,MILENA VULETIC,United Kingdom,Mathematical Institute,"Mathematical Institute, University of Oxford, Andrew Wiles Building, Woodstock Rd, Oxford, OX2 6GG, UK
","MILENA VULETIC´ *†‡, FELIX PRENZEL† and MIHAI CUCURINGU†‡§¶
†Mathematical Institute, University of Oxford, Andrew Wiles Building, Woodstock Rd, Oxford, OX2 6GG, UK
‡Oxford-Man Institute of Quantitative Finance, University of Oxford, Eagle House, Walton Well Rd, Oxford, UK
§Department of Statistics, University of Oxford, 24-29 St Giles’, Oxford, OX1 3LB, UK
¶The Alan Turing Institute, 96 Euston Rd, London, NW1 2DB, UK",,Oxford-Man Institute of Quantitative Finance,"Oxford-Man Institute of Quantitative Finance, University of Oxford, Eagle House, Walton Well Rd, Oxford, UK",,,,
22,WOS:001153279000001 (https://www.notion.so/WOS-001153279000001-10c0ee199b1d81d39f27e328ab3876e5?pvs=21),Fin-GAN: forecasting and classifying financial time series via generative adversarial networks,FELIX PRENZEL,United Kingdom,Mathematical Institute,"Mathematical Institute, University of Oxford, Andrew Wiles Building, Woodstock Rd, Oxford, OX2 6GG, UK
","MILENA VULETIC´ *†‡, FELIX PRENZEL† and MIHAI CUCURINGU†‡§¶
†Mathematical Institute, University of Oxford, Andrew Wiles Building, Woodstock Rd, Oxford, OX2 6GG, UK
‡Oxford-Man Institute of Quantitative Finance, University of Oxford, Eagle House, Walton Well Rd, Oxford, UK
§Department of Statistics, University of Oxford, 24-29 St Giles’, Oxford, OX1 3LB, UK
¶The Alan Turing Institute, 96 Euston Rd, London, NW1 2DB, UK",,,,,,,
22,WOS:001153279000001 (https://www.notion.so/WOS-001153279000001-10c0ee199b1d81d39f27e328ab3876e5?pvs=21),Fin-GAN: forecasting and classifying financial time series via generative adversarial networks,MIHAI CUCURINGU,United Kingdom,Mathematical Institute,"Mathematical Institute, University of Oxford, Andrew Wiles Building, Woodstock Rd, Oxford, OX2 6GG, UK","MILENA VULETIC´ *†‡, FELIX PRENZEL† and MIHAI CUCURINGU†‡§¶
†Mathematical Institute, University of Oxford, Andrew Wiles Building, Woodstock Rd, Oxford, OX2 6GG, UK
‡Oxford-Man Institute of Quantitative Finance, University of Oxford, Eagle House, Walton Well Rd, Oxford, UK
§Department of Statistics, University of Oxford, 24-29 St Giles’, Oxford, OX1 3LB, UK
¶The Alan Turing Institute, 96 Euston Rd, London, NW1 2DB, UK",,Oxford-Man Institute of Quantitative Finance,"Oxford-Man Institute of Quantitative Finance, University of Oxford, Eagle House, Walton Well Rd, Oxford, UK",Department of Statistics,"Department of Statistics, University of Oxford, 24-29 St Giles’, Oxford, OX1 3LB, UK",The Alan Turing Institute,"The Alan Turing Institute, 96 Euston Rd, London, NW1 2DB, UK"
23,https://doi.org/10.1109/ICCPEIC.2014.6915414 (https://www.notion.so/https-doi-org-10-1109-ICCPEIC-2014-6915414-10c0ee199b1d8198a3faf8cb026091ba?pvs=21),Prediction of events based on Complex Event Processing and Probabilistic Fuzzy Logic,V Govindasamy,India,Department of Information Technology,"Department of Information Technology
Pondicherry Engineering College
Puducherry, India
mailto:vgopu@pec.edu","Department of Information Technology
Pondicherry Engineering College
Puducherry, India
mailto:mailme.ganesh23@gmail.com, shi va. mailto:it@pec.edu,
mailto:ganesannivash@gmail.com",,,,,,,
23,https://doi.org/10.1109/ICCPEIC.2014.6915414 (https://www.notion.so/https-doi-org-10-1109-ICCPEIC-2014-6915414-10c0ee199b1d8198a3faf8cb026091ba?pvs=21),Prediction of events based on Complex Event Processing and Probabilistic Fuzzy Logic,R Ganesh,India,Department of Information Technology,"Department of Information Technology
Pondicherry Engineering College
Puducherry, India
mailto:vgopu@pec.edu","Department of Information Technology
Pondicherry Engineering College
Puducherry, India
mailto:mailme.ganesh23@gmail.com, shi va. mailto:it@pec.edu,
mailto:ganesannivash@gmail.com",,,,,,,
23,https://doi.org/10.1109/ICCPEIC.2014.6915414 (https://www.notion.so/https-doi-org-10-1109-ICCPEIC-2014-6915414-10c0ee199b1d8198a3faf8cb026091ba?pvs=21),Prediction of events based on Complex Event Processing and Probabilistic Fuzzy Logic,G Nivash,India,Department of Information Technology,"Department of Information Technology
Pondicherry Engineering College
Puducherry, India
mailto:vgopu@pec.edu","Department of Information Technology
Pondicherry Engineering College
Puducherry, India
mailto:mailme.ganesh23@gmail.com, shi va. mailto:it@pec.edu,
mailto:ganesannivash@gmail.com",,,,,,,
23,https://doi.org/10.1109/ICCPEIC.2014.6915414 (https://www.notion.so/https-doi-org-10-1109-ICCPEIC-2014-6915414-10c0ee199b1d8198a3faf8cb026091ba?pvs=21),Prediction of events based on Complex Event Processing and Probabilistic Fuzzy Logic,S Shivaraman,India,Department of Information Technology,"Department of Information Technology
Pondicherry Engineering College
Puducherry, India
mailto:vgopu@pec.edu","Department of Information Technology
Pondicherry Engineering College
Puducherry, India
mailto:mailme.ganesh23@gmail.com, shi va. mailto:it@pec.edu,
mailto:ganesannivash@gmail.com",,,,,,,
24,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779871 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-9779871-10c0ee199b1d81bcadedff17d29a44a4?pvs=21),Uncertainty-Aware Portfolio Management With Risk-Sensitive Multiagent Network,Kidon Park,Korea,Department of Brain and Cognitive Engineering,"Department of Brain and Cognitive Engineering
Korea University
Seoul, South Korea","Kidon Park , Hong-Gyu Jung , Tae-San Eom , and Seong-Whan Lee , Fellow, IEEE
",,,,,,,
24,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779871 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-9779871-10c0ee199b1d81bcadedff17d29a44a4?pvs=21),Uncertainty-Aware Portfolio Management With Risk-Sensitive Multiagent Network,Hong-Gyu Jung,Korea,Department of Brain and Cognitive Engineering,"Department of Brain and Cognitive Engineering
Korea University
Seoul, South Korea","Kidon Park , Hong-Gyu Jung , Tae-San Eom , and Seong-Whan Lee , Fellow, IEEE
",,,,,,,
24,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779871 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-9779871-10c0ee199b1d81bcadedff17d29a44a4?pvs=21),Uncertainty-Aware Portfolio Management With Risk-Sensitive Multiagent Network,Tae-San Eom,Korea,Department of Brain and Cognitive Engineering,"Department of Brain and Cognitive Engineering
Korea University
Seoul, South Korea","Kidon Park , Hong-Gyu Jung , Tae-San Eom , and Seong-Whan Lee , Fellow, IEEE
",,,,,,,
24,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9779871 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-9779871-10c0ee199b1d81bcadedff17d29a44a4?pvs=21),Uncertainty-Aware Portfolio Management With Risk-Sensitive Multiagent Network,Seong-Whan Lee,Korea,Department of Artificial Intelligence,"Department of Artificial Intelligence
Korea University
Seoul, Republic of Korea","Kidon Park , Hong-Gyu Jung , Tae-San Eom , and Seong-Whan Lee , Fellow, IEEE
",,,,,,,
25,WOS:001223046600008 (https://www.notion.so/WOS-001223046600008-10c0ee199b1d8174a48afcd8559592bb?pvs=21),"Long-term financial predictions based on Feynman-Dirac path integrals, deep Bayesian networks and temporal generative adversarial networks",Farzan Soleyman,Canada," Department of Mechanical Engineering","Department of Mechanical Engineering, University of Ottawa, Ottawa, ON, Canada","Farzan Soleymani a
, Eric Paquet b,∗
a Department of Mechanical Engineering, University of Ottawa, Ottawa, ON, Canada
b National Research Council, 1200 Montreal Road, Ottawa, ON, K1A 0R6, Canada",,,,,,,
25,WOS:001223046600008 (https://www.notion.so/WOS-001223046600008-10c0ee199b1d8174a48afcd8559592bb?pvs=21),"Long-term financial predictions based on Feynman-Dirac path integrals, deep Bayesian networks and temporal generative adversarial networks",Eric Paquet,Canada,"National Research Council,","National Research Council, 1200 Montreal Road, Ottawa, ON, K1A 0R6, Canada
","Farzan Soleymani a
, Eric Paquet b,∗
a Department of Mechanical Engineering, University of Ottawa, Ottawa, ON, Canada
b National Research Council, 1200 Montreal Road, Ottawa, ON, K1A 0R6, Canada",,,,,,,
26,WOS:001045509800001 (https://www.notion.so/WOS-001045509800001-10c0ee199b1d81ecba30fc3dad22e0fd?pvs=21),Portfolio optimization using predictive auxiliary classifier generative adversarial networks,Jiwook Kim,Korea,School of Electrical & Electronics Engineering,"School of Electrical & Electronics Engineering, Chung-Ang University, Seoul 06974, Republic of Korea","Jiwook Kim, Minhyeok Lee ∗
School of Electrical & Electronics Engineering, Chung-Ang University, Seoul 06974, Republic of Korea",,,,,,,
26,WOS:001045509800001 (https://www.notion.so/WOS-001045509800001-10c0ee199b1d81ecba30fc3dad22e0fd?pvs=21),Portfolio optimization using predictive auxiliary classifier generative adversarial networks,Minhyeok Lee,Korea,School of Electrical & Electronics Engineering,"School of Electrical & Electronics Engineering, Chung-Ang University, Seoul 06974, Republic of Korea","Jiwook Kim, Minhyeok Lee ∗
School of Electrical & Electronics Engineering, Chung-Ang University, Seoul 06974, Republic of Korea",,,,,,,
27,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8125674 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-8125674-10c0ee199b1d81cc861ff63288af7e41?pvs=21),An Empirical Study on Modeling and Prediction of Bitcoin Prices With Bayesian Neural Networks Based on Blockchain Information,HUISU JANG,Korea,Department of Industrial Engineering,"Department of Industrial Engineering, Seoul National University, Seoul 151742, South Korea","HUISU JANG AND JAEWOOK LEE
Department of Industrial Engineering, Seoul National University, Seoul 151742, South Korea
Corresponding author: Jaewook Lee (mailto:jaewook@snu.ac.kr)
This work was supported by the National Research Foundation of Korea Grant through the Korean Government (MEST) under
Grant 2016R1A2B3014030.
",,,,,,,
27,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8125674 (https://www.notion.so/https-ieeexplore-ieee-org-stamp-stamp-jsp-arnumber-8125674-10c0ee199b1d81cc861ff63288af7e41?pvs=21),An Empirical Study on Modeling and Prediction of Bitcoin Prices With Bayesian Neural Networks Based on Blockchain Information," JAEWOOK LEE",Korea,Department of Industrial Engineering,"Department of Industrial Engineering, Seoul National University, Seoul 151742, South Korea","HUISU JANG AND JAEWOOK LEE
Department of Industrial Engineering, Seoul National University, Seoul 151742, South Korea
Corresponding author: Jaewook Lee (mailto:jaewook@snu.ac.kr)
This work was supported by the National Research Foundation of Korea Grant through the Korean Government (MEST) under
Grant 2016R1A2B3014030.
",,,,,,,
28,WOS:000432501900002 (https://www.notion.so/WOS-000432501900002-10c0ee199b1d81179206e4210053e999?pvs=21),Forecasting stock market index daily direction: A Bayesian Network approach,Luciana S. Malagrino,Brazil,Information Systems,"University of São Paulo, São Paulo, Brazil","Luciana S. Malagrinoa
, Norton T. Romana,∗
, Ana M. Monteiro b
a University of São Paulo, São Paulo, Brazil b Campo Limpo Paulista Faculty, Campo Limpo Paulista, Brazil",,,,,,,
28,WOS:000432501900002 (https://www.notion.so/WOS-000432501900002-10c0ee199b1d81179206e4210053e999?pvs=21),Forecasting stock market index daily direction: A Bayesian Network approach,Norton T. Roman,Brazil,Artificial Intelligence and Computational Linguistics,"University of São Paulo, São Paulo, Brazil","Luciana S. Malagrinoa
, Norton T. Romana,∗
, Ana M. Monteiro b
a University of São Paulo, São Paulo, Brazil b Campo Limpo Paulista Faculty, Campo Limpo Paulista, Brazil",,,,,,,
28,WOS:000432501900002 (https://www.notion.so/WOS-000432501900002-10c0ee199b1d81179206e4210053e999?pvs=21),Forecasting stock market index daily direction: A Bayesian Network approach,Ana M. Monteiro,Brazil,Campo Limpo Paulista Faculty,"Campo Limpo Paulista Faculty, Campo Limpo Paulista, Brazil","Luciana S. Malagrinoa
, Norton T. Romana,∗
, Ana M. Monteiro b
a University of São Paulo, São Paulo, Brazil b Campo Limpo Paulista Faculty, Campo Limpo Paulista, Brazil",,,,,,,
29,WOS:000663221100001 (https://www.notion.so/WOS-000663221100001-10c0ee199b1d81f0a58cef4736f3cdd2?pvs=21),Industrial Forecasting with Exponentially Smoothed Recurrent Neural Networks,Matthew Dixon,USA,Department of Applied Mathematics,"Department of Applied Mathematics, Illinois Institute of Technology, Chicago, IL","Matthew Dixon
Department of Applied Mathematics, Illinois Institute of Technology, Chicago, IL
",,,,,,,
30,WOS:000685167900003 (https://www.notion.so/WOS-000685167900003-10c0ee199b1d81b5bec0cd3426ca9991?pvs=21),Market efficiency analysis using Al models based on Investors' Mood,RAÚL GÓMEZ MARTÍNEZ,Spain,Business Economics and Finance,"Universidad Rey Juan Carlos, Madrid, Spain","RAÚL GÓMEZ MARTÍNEZ*
PAOLA PLAZA CASADO**
MIGUEL PRADO ROMÁN***
* PhD in Business Economics and Finance. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:raul.gomez.martinez@urjc.es.
ORCID: 0000-0002-6810-0628. Google Scholar: https://scholar.google.es/citations?hl=es&user=yI03nEgAAAAJ.
** PhD in Financial Economics and Accounting. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:paola.plaza@urjc.es.
ORCID: 0000-0002-8869-6123. Google Scholar: https://scholar.google.es/citations?hl=es&user=QSFvGGEAAAAJ.
*** PhD in Financial Economics and Accounting. Universidad Rey Juan Carlos, Madrid, Spain. E-mail: mailto:miguel.prado@urjc.es.
ORCID: 0000-0002-0121-7506. Google Scholar: https://scholar.google.es/citations?hl=es&user=iPNfUrEAAAAJ.",,,,,,,
