Assessed by,Status,ID,Double checked by,Title,Link,File,Exclude,Model input,Horizon,Frequency,What is predicted?,Type of asset,Specific asset,UQ quality assessment,Use of UQ,Assement cirterias of uncertainty,Is code disclosed?,GPT assessment,Starred,ID (tekst),Prob AI model name,Composed with ML models,Composed with traditional models,🎯 ML benchmark?,🎯 ML benchm. models,🎯 Trad. benchm.?,🎯 Trad. benchm. models,📐 ML benchm.?,📐 ML benchm. models,📐 Trad. benchm.?,📐 Trad. benchm. models,(OLD) Benchmarked against (Model),(OLD) Model relationships,(OLD) Name of model,Decision,ID okay?,Summary (AI),DOI,Exclusion comment,Last edited time,Last edited by,Model fields fixed?,Needs discussion,Old models as text,Composition double checked by,Included in last iteration,Model category,Parametric output distribution?,Reason for using prob AI,Adressed in 3.3.2,Type of volatility modeled,Passes UC and indep.?,Passes UC test?,Passes indep.?,Risk measures produced
Tord,Assessed,WOS:000336191800020 (https://www.notion.so/WOS-000336191800020-1130ee199b1d81d989aaf471f40bb31c?pvs=21),,Parametric models and non-parametric machine learning models for predicting option prices: Empirical comparison study over KOSPI 200 Index options,https://doi.org/10.1016/j.eswa.2014.01.032,1-s2.0-S0957417414000566-main.pdf,,Technical,Flexible,N/A,Price,Options,KOSPI 200 Index options,No,Not used,,No,https://chatgpt.com/share/66ffcf20-65a4-8005-81f2-7d16aca40064,,WOS:000336191800020,Gaussian Process Regression (GPR),,,Yes and outperforming,"Feed Forward Neural Network (FFNN), Support Vector Regression (SVR)",Yes and outperforming,"Black-Scholes, Heston Model, Merton Model",,,,,"Black-Scholes, Heston, Merton",Models are compared,"FFNN, Gaussian Process Regression (GPR), SVR",tja,Yes,"This empirical study compares parametric and non-parametric machine learning models for predicting KOSPI 200 index option prices, finding that non-parametric models, particularly Gaussian processes, significantly outperform parametric approaches in both in-sample and out-of-sample forecasting.",10.1016/j.eswa.2014.01.032,,"November 4, 2024 1:05 PM",Tord Johan Espe,Fixed,,"Black-Scholes, Heston, Merton, Gaussian Process Regression (GPR), FFNN, SVR",,,,,No specific reason (tests many models) but mentions that a strength of GPR is its ability to produce distributional forecasts,No,,,,,
Tord,Assessed,WOS:001157113100001 (https://www.notion.so/WOS-001157113100001-1130ee199b1d8177b3c5e480ebeff154?pvs=21),,On the pricing of capped volatility swaps using machine learning techniques,https://doi.org/10.1080/14697688.2024.2305643,On_the_pricing_of_capped_volatility_swaps_using_machine_learning_techniques.pdf,,"Environment, History, Technical",Flexible,N/A,Forward-looking implied volatility (IVOL),Capped volatility swaps,"Apple Inc. (AAPL), JPMorgan Chase & Co (JPM), S&P 500 stock index",No,Not used,,No,"https://chatgpt.com/share/66fe8db5-4ae4-8005-9c99-0ed8bc23eaa0
https://chatgpt.com/share/66fe8dbf-d37c-8005-a0c2-7d98819b01a4",,WOS:001157113100001,Gaussian Process Regression (GPR),,,Yes but unclear which is best,"Gradient boosting machine, Random forest (RF)",Yes and outperforming,Linear regression,,,,,,N/A,Gaussian Process Regression (GPR),tja,Yes,"The paper introduces machine learning methods, including tree-based techniques and Gaussian process regression, for pricing capped volatility swaps and validating external swap prices, demonstrating improved predictive performance in financial derivatives pricing.",10.1080/14697688.2024.2305643,,"November 7, 2024 11:41 AM",Tord Johan Espe,Fixed,,Gaussian Process Regression (GPR),,,,,,No,Realized volatility,,,,
Tord,Assessed,https://doi.org/10.7906/indecs.18.4.7 (https://www.notion.so/https-doi-org-10-7906-indecs-18-4-7-10c0ee199b1d814a8223e75406abc858?pvs=21),,Forecasting Stock Market Indices using Machine Learning Algorithms,https://doi.org/10.7906/indecs.18.4.7,indecs2020-pp471-489.pdf,,"History, Technical","1 month, 1 week, 2 weeks",N/A,Price,Stock indices,"DAX performance-index (DAX) - Germany, Dow Jones Industrial Average (Dow Jones), Equity Index | SPX | S&P 500, NASDAQ Composite (NASDAQ), Nikkei 225",No,Not used,,No,https://chatgpt.com/share/66fc0ceb-b350-8005-af36-469ea8d2c44ahttps://chatgpt.com/share/66fc0cda-1d40-8005-a1e5-1b0fdc838d36,,https://doi.org/10.7906/indecs.18.4.7,Gaussian Process Regression (GPR),,,Yes but unclear which is best,"Multilayer Perceptron (MLP), Sequential Minimal Optimization for Support Vector Regression (SMOreg SVR)",Yes but unclear which is best,Linear regression,,,,,Linear regression,Models are compared,"Gaussian Process Regression (GPR), Neural Network Multilayer Perceptron, SMOreg",tja,Yes,"Employs machine learning algorithms to forecast major stock market indices, demonstrating high accuracy especially for shorter periods.",10.7906/indecs.18.4.7,,"November 4, 2024 1:43 PM",Tord Johan Espe,Fixed,,"Linear regression, Gaussian Process Regression (GPR), SMOreg, Neural Network Multilayer Perceptron",,,,,No reason given (tests multiple models),No,,,,,
Tord,Assessed,WOS:000555358600001 (https://www.notion.so/WOS-000555358600001-10c0ee199b1d81d9899ef22e02a67ec2?pvs=21),Tord Johan Espe,Selecting data adaptive learner from multiple deep learners using Bayesian networks,https://doi.org/10.1007/s00521-020-05234-6,s00521-020-05234-6.pdf,Exclude,"Environment, History",1 day,N/A,Category,Stock indices,Nikkei 225,No,Not used,,No,"https://chatgpt.com/share/66fd551b-950c-8005-825b-a1f74cd1a437
https://chatgpt.com/share/66fd5523-8784-8005-95fa-8c4d91708f10",,WOS:000555358600001,Bayesian Neural Network (BNN),"Deep Neural Network (DNN), Long Short Term Memory Neural Network (LSTM), Recurrent Neural Network (RNN)",,No,,No,,,,,,,Models are combined,Bayesian Network with Multiple Deep Learners,tja,Yes,"This study proposes a Bayesian network-based method for selecting adaptive deep learners to predict financial time series, demonstrated on the Nikkei 225 index.",10.1007/s00521-020-05234-6,"After careful consideration, this method only applies a Bayesian Network to choose what deep learning model to use for points prediction, and is not capable of producing probabilistic outputs. The article actually only talks about how to use it to select a learner, and does not end up prediciting anything?","October 31, 2024 3:55 PM",Sivertae,Fixed,"The article does not use a Bayesian Neural Network (BNN). Instead, it combines multiple deep learners (such as DNN, RNN, and LSTM) with a Bayesian network that serves as a gating mechanism to select the most suitable learner for a given data input. This Bayesian network aids in determining which deep learner to use based on posterior probabilities derived from input features, rather than incorporating Bayesian inference into the neural network's learning process, as is typical in BNNs",Bayesian Network with Multiple Deep Learners,,,,,,No,,,,,
Tord,Assessed,WOS:001259187000001 (https://www.notion.so/WOS-001259187000001-10c0ee199b1d81b788cbcf407414c89f?pvs=21),,Probabilistic deep learning and transfer learning for robust cryptocurrency price prediction,https://doi.org/10.1016/j.eswa.2024.124404,1-s2.0-S0957417424012703-main.pdf,,"History, Technical",5 minutes,N/A,Price,Cryptocurrency,"Bitcoin (BTC), Cardano (ADA), Ethereum (ETH), Litecoin (LTC), Polkadot (DOT), Stellar (XLM), Tron (TRX)",No,Non-distinguishing (confidence),,Yes,"https://chatgpt.com/share/66fd5fd3-bd84-8005-8034-16a8a42f6cb8
https://chatgpt.com/share/66fd5fde-0088-8005-9f22-f0ba71f72f36",,WOS:001259187000001,Probabilistic Gated Recurrent Units (P-GRU),,,Yes and outperforming,"Gated recurrent unit (GRU), Long Short Term Memory Neural Network (LSTM)",No,,,,No,,,Models are compared,Probabilistic Gated Recurrent Units (P-GRU),tja,Yes,"Develops a probabilistic deep learning model with transfer learning to predict Bitcoin and other cryptocurrencies, showing superior performance in volatile markets.",10.1016/j.eswa.2024.124404,,"November 11, 2024 2:05 PM",Tord Johan Espe,Fixed,,Probabilistic Gated Recurrent Units (P-GRU),,,BNN,No,,Yes,,,,,
Tord,Assessed,WOS:000188597300010 (https://www.notion.so/WOS-000188597300010-10c0ee199b1d81339e46d8fcf0d50227?pvs=21),,The adaptive selection of financial and economic variables for use with artificial neural networks,https://doi.org/10.1016/j.neucom.2003.05.001,1-s2.0-S0925231203004806-main.pdf,,"Environment, Fundamental, History, Technical",1 month,N/A,Category,Portfolio,S&P 500 stock portfolio,No,Not used,,No,"https://chatgpt.com/share/66fd6143-6cd0-8005-a79b-fcfdf5c0b791
https://chatgpt.com/share/66fd614e-5bf4-8005-b098-9261305f9c3c",,WOS:000188597300010,Probabilistic Neural Network (PNN),,,Yes but unclear which is best,Feed Forward Neural Network (FFNN),Yes and outperforming,"Linear regression, Random walk (RW)",,,,,"Linear regression, Random walk",N/A,PNN (Probabilitic Neural Network),tja,Yes,"Uses machine learning and neural networks with adaptive selection of recent relevant variables to predict stock returns, showing improved profits and lower risks compared to traditional methods.",10.1016/j.neucom.2003.05.001,,"October 18, 2024 4:26 PM",Kristoffer Grude,Fixed,This predicts S&P 500 stock portfolio not an stock index right? this was previously classified as stock index,"Linear regression, Random walk, PNN (Probabilitic Neural Network)",,,,,,No,,,,,
Tord,Assessed,WOS:001062957900001 (https://www.notion.so/WOS-001062957900001-10c0ee199b1d818e9710c21dd2f99fc1?pvs=21),,Application of machine learning in algorithmic investment strategies on global stock markets,https://doi.org/10.1016/j.ribaf.2023.102052,1-s2.0-S0275531923001782-main.pdf,,"History, Technical",20 days,N/A,Category,Stock indices,"BUX (Hungary), DAX performance-index (DAX) - Germany, Equity Index | SPX | S&P 500, OMXR (Latvia), OMXT (Estonia), OMXV (Lithuania), PX (Czech Republic), SOFIX (Bulgaria), WIG20 (Poland index)",No,Not used,,No,"https://chatgpt.com/share/66fd6473-dcb0-8005-bfde-9266b04cb774
https://chatgpt.com/share/66fd6479-e5b4-8005-8a6c-19d90b937d19",,WOS:001062957900001,"Bayesian Generalized Linear Model (BGLM), Naïve Bayes (NB)",,,Yes but unclear which is best,"Feed Forward Neural Network (FFNN), Random forest (RF), Regression Trees, Support Vector Machine (SVM), Support Vector Machine Polynomial (SVMP), k-Nearest Neighbors (kNN)",No,,,,,,,Models are compared,"Bayesian Generalized Linear Model (BGLM), FFNN, Naïve Bayes (NB), Random forest (RF), Regression trees, SVM, Support Vector Machine Polynomial (SVMP), kNN",tja,Yes,"Develops machine learning-based algorithmic trading strategies using various technical indicators, comparing models like Neural Networks, SVMs, Bayesian GLMs on global indices, finding Linear SVM and Bayesian GLMs as best performers.",10.1016/j.ribaf.2023.102052,,"October 18, 2024 4:30 PM",Kristoffer Grude,Fixed,,"FFNN, kNN, Random forest (RF), Regression trees, Naïve Bayes (NB), Bayesian Generalized Linear Model (BGLM), SVM, Support Vector Machine Polynomial (SVMP)",,,,,,No,,,,,
Sivert/Tord,Assessed,WOS:001153279000001 (https://www.notion.so/WOS-001153279000001-10c0ee199b1d81d39f27e328ab3876e5?pvs=21),Tord Johan Espe,Fin-GAN: forecasting and classifying financial time series via generative adversarial networks,https://doi.org/10.1080/14697688.2023.2299466,Fin-GAN__forecasting_and_classifying_financial_time_series_via_generative_adversarial_networks.pdf,,"Environment, History, Technical",Not mentioned,Daily,Price with uncertainty,"Stock indices, Stocks","APA, Amazon (AMZN), BLK, CL, DTE, ECL, EL, FDX, GD, GS, HD, HUM, IBM, INDEX=>, IP, KO, NKE, OXY, PEP, PFE, Stocks=>, TER, WEC, WFC, XKL (IBM TER), XLB (ECL IP), XLE (APA OXY), XLF (WFC GS BLK), XLI (FDX GD), XLP (CL EL KO PEP), XLU (DTE WEC), XLV (PFE HUM), XLY (AMZN HD NKE)",Yes,Non-distinguishing (confidence),Portfolio construction and evaluation,No,"https://chatgpt.com/share/66fbccb1-ec04-8008-8dea-2bf53c7ef589
Type of Asset:
1. Stocks: The paper primarily deals with individual stocks.
2. Stock Indices (ETFs): It also involves ETFs, as it mentions both daily stock excess returns and daily ETF raw returns.
Model Input:
1. Technical: The model uses past returns (close-to-open, open-to-close), which fall under technical data derived from historical price series.
2. History: The inputs are historical time series data, specifically lagged values of stock and ETF returns.
3. Environment: The paper discusses using excess returns, which involves stock returns adjusted by sector ETF returns, incorporating macro-sector effects.
Horizon for Prediction:
• One-step ahead: The paper explicitly mentions that the GAN is used for one-step-ahead forecasts of stock excess returns or raw ETF returns.
Frequency of Predictions:
• Daily: The model operates on daily financial data, predicting one step ahead at the daily frequency.
Type of Output:
• Price with Uncertainty: The model outputs conditional probability distributions of future price returns, which include uncertainty estimates.
Name of Model:
• Fin-GAN: The model used in the paper is called Fin-GAN, a GAN-based architecture adapted with a novel economics-driven loss function.
Comparison of Models:
• The paper compares Fin-GAN to classical time series models like ARIMA and deep learning models like LSTMs. It also introduces variations such as ForGAN, which is trained using binary cross-entropy loss and other custom loss functions to improve the Sharpe Ratio.
How is Probabilistic AI Used?:
1. Probabilistic Output Used: The paper emphasizes using and interpreting probabilistic outputs to estimate uncertainty in forecasts.
2. Aleatoric Uncertainty: Probabilistic outputs are interpreted as estimates of volatility, aligning with aleatoric uncertainty, and the model uses these to improve financial risk measures such as Sharpe Ratios.
Assessment of Uncertainty:
• Yes: The authors do assess the quality of the uncertainty estimates by evaluating the Sharpe Ratios of the strategies based on the probabilistic outputs. The performance is benchmarked against classical methods.
Benchmarking Against Traditional Models:
1. Yes, and it outperforms: The paper demonstrates that Fin-GAN outperforms traditional models like ARIMA and LSTMs in terms of Sharpe Ratios.
Is the Code Disclosed?:
• No explicit mention: There is no explicit mention in the sections available regarding whether the code is disclosed.
Future Research Directions:
The authors mention potential extensions to model joint co-movements of different stocks and suggest that their approach could be adapted to other GAN variants like TimeGAN or COT-GAN for more sophisticated financial forecasting tasks.",,WOS:001153279000001,Conditional Generative Adversarial Network (CGAN),,,Yes and outperforming,"Forecasting GAN (ForGAN), Long Short Term Memory Neural Network (LSTM)",Yes and outperforming,ARIMA,No,,No,,"ARIMA, LSTM",Models are compared,Fin-GAN,y,Yes,"The paper introduces Fin-GAN, a Generative Adversarial Network-based model for probabilistic forecasting and classification of financial time series, producing conditional probability distributions and uncertainty estimates.",10.1080/14697688.2023.2299466,,"November 8, 2024 4:07 PM",Tord Johan Espe,Fixed,,"ARIMA, LSTM, Fin-GAN",,,cGAN,No,,Yes,,,,,
Sivert,Assessed,0015198X (https://www.notion.so/0015198X-1310ee199b1d8105acc2cdb50339223b?pvs=21),,Fuzzy Neural Systems for Stock Selection,https://doi.org/,Wong-FuzzyNeuralSystems-1992.pdf,Exclude,"Fundamental, History",1 year,Yearly,Price,Stocks,N/A,No,Not interpreted,,,"https://chatgpt.com/share/672882e7-ca14-8008-a880-41a16c84ed74
Here is the analysis of the article titled ""Fuzzy Neural Systems for Stock Selection"" by F. S. Wong, P. Z. Wang, T. H. Goh, and B. K. Quek:
Tags and Categorization
• Type of Asset:
    ◦ Individual stocks
• Model Input:
    ◦ Fundamental (e.g., data on company-specific financial metrics like P/E ratio, debt ratio, industry performance)
    ◦ History (utilizes historical stock data for training and rule generation)
• Horizon for Prediction:
    ◦ One-year ahead predictions
• Multi-Step Prediction:
    ◦ No, it appears the model focuses on a single time-step prediction for the following year.
• Type of Output:
    ◦ Predicted stock returns as a numerical value with a rating, which represents an estimated performance metric.
• Probabilistic AI:
    ◦ Yes, the model explicitly incorporates probabilistic components through the use of ""neural gates"" that combine fuzzy logic, Boolean data, and probabilistic data to handle uncertainty.
• Name of Model:
    ◦ Integrated Stock Selection (ISS) system utilizing a FuzzyNet framework with back-propagation neural networks (BPN).
• Comparison/Composition of Models:
    ◦ The system integrates fuzzy neural logic with back-propagation learning; components such as ""FuzzyNet"" and ""neural gates"" provide a structured approach to managing probabilistic data, while the BPN aids in learning and generalization.
• Usage of Probabilistic AI:
    ◦ Probabilistic output is used, though it appears to focus on regularizing and improving predictions rather than interpreting uncertainty types.
• Assessment of Uncertainty Estimates:
    ◦ No explicit assessment of uncertainty quality is reported; the probabilistic elements are used more for improving output credibility than for detailed uncertainty analysis.
• Benchmarking:
    ◦ Not benchmarked against traditional econometric models in this paper.
• Code Disclosure:
    ◦ No mention of code disclosure.
Future Research Suggestions
The authors suggest potential improvements through enhanced rule generation, interdependent fuzzy rules, and incremental learning techniques. These may further improve the model’s robustness and accuracy in diverse financial conditions.",,0015198X,Fuzzy neural systems (FNS),Back-Propagation Neural Network (BPN),,Yes but underperforming,,No,,No,,No,,,,,y,Yes,The paper presents an Intelligent Stock Selection (ISS) system that integrates fuzzy neural systems with expert systems to forecast stock market returns and facilitate stock selection based on fuzzy rules and probabilistic logic.,,Categorical classification without well-calibrated probabilities,"November 6, 2024 3:14 PM",Tord Johan Espe,In progress,,,,YES,,No,,No,,,,,
Sivert,Assessed,2-s2.0-79957931366 (https://www.notion.so/2-s2-0-79957931366-1310ee199b1d813ab703f20c3e7ecd39?pvs=21),,Neural networks and investor sentiment measures for stock market trend prediction,https://doi.org/,1Vol27No1.pdf,,"History, Sentiment, Technical",1 day,N/A,Category,"Stock indices, Stocks","Cisco, General Electric, NYSE, NasdaqGS | Apple Inc. (AAPL)",No,Not interpreted,,No,"https://chatgpt.com/share/67288813-d110-8008-a808-2b2c75fe569d
Here is a categorization of the article titled ""Neural Networks and Investor Sentiment Measures for Stock Market Trend Prediction"" by Salim Lahmiri based on the provided tagging criteria:
1. Type of Asset
• Individual stocks: Technology sector stocks, specifically Apple, Cisco, and General Electric.
• Stock indices: NYSE index.
2. Model Input
• Sentiment: Investor sentiment measures used include VIX (Chicago Board Options Exchange’s Volatility Index) and State Street’s Investor Confidence Index.
• History: Past return values (from daily time series) for each company and the NYSE index.
• Technical: Includes volatility and trading volume, both used as sentiment indicators.
3. Horizon for Prediction
• Daily predictions of stock trend directions (up or down).
4. Does the model predict more than one time step ahead at a time?
• No, the model provides predictions for a single daily time step.
5. Type of Output
• Categorization: The output is a binary classification of stock price movement (up or down).
6. Is it probabilistic AI?
• Yes: The study compares a probabilistic neural network (PNN) with a genetically optimized back-propagation neural network (GA-BPNN). PNN, a Bayesian model, is well-suited for probabilistic classification.
7. Name of Model
• Probabilistic Neural Network (PNN)
• Genetically optimized Back-Propagation Neural Network (GA-BPNN)
8. If there are several models, are they compared or combined?
• Compared: The GA-BPNN and PNN are tested for their classification accuracy on predicting stock trends.
9. How is probabilistic AI used?
• Probabilistic output is used but not interpreted: The probabilistic nature of the PNN supports decision-making, yet no specific analysis of uncertainty is reported.
10. Do the authors assess the quality of the uncertainty estimate/probability distribution/calculated risk measures?
• No: The assessment focuses on classification accuracy rather than the quality of probability estimates.
11. Is the model benchmarked against traditional econometric/statistical models?
• No: Benchmarking is done between the GA-BPNN and the PNN, without comparisons to traditional statistical models.
12. Is the code disclosed?
• No mention of code disclosure.
13. Potential Areas for Future Research
• Comparison with SVMs: Suggested to explore Support Vector Machines in predicting stock trends.
• Ensemble Systems: Designing and implementing ensemble models.
• Inclusion of additional inputs: Considering economic variables and technical indicators along with sentiment measures for improved prediction accuracy.",,2-s2.0-79957931366,Probabilistic Neural Network (PNN),,,Yes but underperforming,Genetically optimized Back-Propagation Neural Network (GA-BPNN),No,,No,,No,,,,,y,Yes,The article compares Probabilistic Neural Networks and Back-Propagation Neural Networks in predicting stock market trends and demonstrates that GA-optimized BPNN outperforms PNN and other models in distinguishing market movements.,,,"November 4, 2024 9:44 AM",Sivertae,Fixed,,,,YES,,,,No,,,,,
