ID,Title,Abstract,DOI,Keywords,Origin,Summary,Financial instrument?,Instrument,AI?,Probabilistic?
WOS:001232701300001,Fossil energy market price prediction by using machine learning with optimal hyper-parameters: A comparative study,"Fossil energy markets are important commodities, and their price fluctuations impact worldwide economy and financial markets. Hence, it is essential to forecast the prices of fossil energy commodities. In this study, various machine learning systems are optimized by using Bayesian optimization method and implemented to forecast prices in 12 different fossil energy markets including crude oil, natural gas, propane, kerosene, gasoline, heating oil, and coal based on price information from all fossil energy markets. The optimized machine learning systems considered in modeling and simulations are Gaussian regression process, support vector regression, regression trees, k -nearest neighbor algorithm, and deep feedforward neural networks. The simulation results show that Gaussian regression process is the best system to forecast fossil energy markets. In addition, the deep learning feedforward neural networks system yields to stable forecasts. Furthermore, the prediction of the prices in natural gas, coal, and propane markets is a difficult task compared to the prediction of the prices in crude oil markets. The understanding of the effectiveness of machine learning systems in pricing different fossil energy markets can help international economic agents establish appropriate investment strategies.",10.1016/j.resourpol.2024.105008,Fossil energy market price; Machine learning; Gaussian regression process; Support vector regression; Regression trees; K -nearest neighbors; Deep feedforward neural networks; Bayesian optimization,WOS,"Compares ML systems optimized with Bayesian optimization to predict prices in 12 fossil energy markets, finding Gaussian regression process best.",✔️,Fossil Energy Commodities,✔️,❌
WOS:001227476100001,Fractional gaussian noise: Spectral density and estimation methods,"The fractional Brownian motion (fBm) process, governed by a fractional parameter H is an element of(0,1), is a continuous-time Gaussian process with its increment being the fractional Gaussian noise (fGn). This article first provides a computationally feasible expression for the spectral density of fGn. This expression enables us to assess the accuracy of a range of approximation methods, including the truncation method, Paxson's approximation, and the Taylor series expansion at the near-zero frequency. Next, we conduct an extensive Monte Carlo study comparing the finite sample performance and computational cost of alternative estimation methods for H under the fGn specification. These methods include two semi-parametric methods (based on the Taylor series expansion), two versions of the Whittle method (utilising either the computationally feasible expression or Paxson's approximation of the spectral density), a time-domain maximum likelihood (ML) method (employing a recursive approach for its likelihood calculation), and a change-of-frequency method. Special attention is paid to highly anti-persistent processes with H close to zero, which are of empirical relevance to financial volatility modelling. Considering the trade-off between statistical and computational efficiency, we recommend using either the Whittle ML method based on Paxson's approximation or the time-domain ML method. We model the log realized volatility dynamics of 40 financial assets in the US market from 2012 to 2019 with fBm. Although all estimation methods suggest rough volatility, the implied degree of roughness varies substantially with the estimation methods, highlighting the importance of understanding the finite sample performance of various estimation methods.",10.1111/jtsa.12750,Fractional Brownian motion; fractional Gaussian noise; semi-parametric method; maximum likelihood; Whittle likelihood; change-of-frequency; realised volatility,WOS,"The article provides computational methods for estimating spectral density and the Hurst parameter of fractional Gaussian noise, applying these to model log realized volatility of US financial assets, supporting the rough volatility hypothesis.",✔️,Realized volatility,❌,❌
0015198X,Fuzzy Neural Systems for Stock Selection,"Artificial neural systems suffer from an inability to explain the steps by which they reach decisions and from an inability to incorporate rules into their structure.  Fuzzy neural systems (FNS) address some of the shortcomings of artificial intelligence tools.  An FNS uses a new concept called neural gates, which are similar to the processing elements of artificial neural systems but can handle a broader range of information.  Neural gates can be applied to forecasting stock market returns, assessing country risk, and rating stocks based on fuzzy rules and probabilistic and Boolean logic.  An intelligent stock selection (ISS) system incorporating neural gates is presented.  The ISS combines the various advantages of expert systems, artificial neural systems, and fuzzy reasoning.  A stock selection application is provided.",,,Proquest,The paper presents an Intelligent Stock Selection (ISS) system that integrates fuzzy neural systems with expert systems to forecast stock market returns and facilitate stock selection based on fuzzy rules and probabilistic logic.,✔️,Stock,✔️,✔️
10.3772/j.issn.1006-6748.2023.02.002,GHM-FKNN: A generalized Heronian mean based fuzzy k-nearest neighbor classifier for the stock trend prediction,"Stock trend prediction is a challenging problem because it involves many variables. Aiming at the problem that some existing machine learning techniques, such as random forest (RF), probabilistic random forest (PRF), k-nearest neighbor (KNN), and fuzzy KNN (FKNN), have difficulty in accurately predicting the stock trend (uptrend or downtrend) for a given date, a generalized Heronian mean (GHM) based FKNN predictor named GHM-FKNN was proposed. GHM-FKNN combines GHM aggregation function with the ideas of the classical FKNN approach. After evaluation, the comparison results elucidated that GHM-FKNN outperformed the other best existing methods RF, PRF, KNN and FKNN on independent test datasets corresponding to three stocks, namely AAPL, AMZN and NFLX. Compared with RF, PRF, KNN and FKNN, GHM-FKNN achieved the best performance with accuracy of 62. 37% for AAPL, 58. 25% for AMZN, and 64. 10% for NFLX. © 2023 Inst. of Scientific and Technical Information of China. All rights reserved.",10.3772/j.issn.1006-6748.2023.02.002,fuzzy k-nearest neighbor (FKNN); Heronian mean; stock trend prediction,SCOPUS,"The paper presents GHM-FKNN, a generalized Heronian mean-based fuzzy k-nearest neighbor classifier, achieving superior accuracy in predicting stock trends for various companies.",✔️,"Stocks (AAPL, AMZN, NFLX)",✔️,❌
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9976203,GIN: Graph-Based Interaction-Aware Constraint Policy Optimization for Autonomous Driving,"Applying reinforcement learning to autonomous driving entails particular challenges, primarily due to dynamically changing traffic flows. To address such challenges, it is necessary to quickly determine response strategies to the changing intentions of surrounding vehicles. This letter proposes a new policy optimization method for safe driving using graph-based interaction-aware constraints. In this framework, the motion prediction and control modules are trained simultaneously while sharing a latent representation that contains a social context. To reflect social interactions, we illustrate the movements of agents in graph form and filter the features with the graph convolution networks. This helps preserve the spatiotemporal locality of adjacent nodes. Furthermore, we create feedback loops to combine these two modules effectively. As a result, this approach encourages the learned controller to be safe from dynamic risks and renders the motion prediction robust to abnormal movements. In the experiment, we set up a navigation scenario comprising various situations with CARLA, an urban driving simulator. The experiments show state-of-the-art performance on navigation strategy and motion prediction compared to the baselines.",10.1109/lra.2022.3227862,Costs;Vehicle dynamics;Safety;Planning;Dynamics;Spatiotemporal phenomena;Roads;Integrated planning and learning;reinforcement learning;robot safety,IEEE,"Introduces a graph-based policy optimization method for safe autonomous driving, enhancing motion prediction and control modules with reinforcement learning.",❌,?,?,?
WOS:000336054200005,Gaussian Process-Mixture Conditional Heteroscedasticity,"Generalized autoregressive conditional heteroscedasticity (GARCH) models have long been considered as one of the most successful families of approaches for volatility modeling in financial return series. In this paper, we propose an alternative approach based on methodologies widely used in the field of statistical machine learning. Specifically, we propose a novel nonparametric Bayesian mixture of Gaussian process regression models, each component of which models the noise variance process that contaminates the observed data as a separate latent Gaussian process driven by the observed data. This way, we essentially obtain a Gaussian process-mixture conditional heteroscedasticity (GPMCH) model for volatility modeling in financial return series. We impose a nonparametric prior with power-law nature over the distribution of the model mixture components, namely the Pitman-Yor process prior, to allow for better capturing modeled data distributions with heavy tails and skewness. Finally, we provide a copula-based approach for obtaining a predictive posterior for the covariances over the asset returns modeled by means of a postulated GPMCH model. We evaluate the efficacy of our approach in a number of benchmark scenarios, and compare its performance to state-of-the-art methodologies.",10.1109/tpami.2013.183,Gaussian process; Pitman-Yor process; mixture model; conditional heteroscedasticity; copula; volatility modeling,WOS,"A nonparametric Bayesian Gaussian process-mixture model is introduced for volatility modeling in financial returns, capturing heavy tails and skewness effectively.",✔️,Financial Returns,✔️,✔️
WOS:000463062900004,Generative Bayesian neural network model for risk-neutral pricing of American index options,"Financial models with stochastic volatility or jumps play a critical role as alternative option pricing models for the classical Black-Scholes model, which have the ability to fit different market volatility structures. Recently, machine learning models have elicited considerable attention from researchers because of their improved prediction accuracy in pricing financial derivatives. We propose a generative Bayesian learning model that incorporates a prior reflecting a risk-neutral pricing structure to provide fair prices for the deep ITM and the deep OTM options that are rarely traded. We conduct a comprehensive empirical study to compare classical financial option models with machine learning models in terms of model estimation and prediction using S&P 100 American put options from 2003 to 2012. Results indicate that machine learning models demonstrate better prediction performance than the classical financial option models. Especially, we observe that the generative Bayesian neural network model demonstrates the best overall prediction performance.",10.1080/14697688.2018.1490807,American index option market; Generative Bayesian learning; Machine Learning; Financial option models; Option pricing,WOS,"The paper presents a generative Bayesian neural network model incorporating risk-neutral pricing for American index options, outperforming classical financial option models in estimation and prediction accuracy.",✔️,American index options,✔️,✔️
WOS:000610728400001,Global Stock Selection with Hidden Markov Model,"Hidden Markov model (HMM) is a powerful machine-learning method for data regime detection, especially time series data. In this paper, we establish a multi-step procedure for using HMM to select stocks from the global stock market. First, the five important factors of a stock are identified and scored based on its historical performances. Second, HMM is used to predict the regimes of six global economic indicators and find the time periods in the past during which these indicators have a combination of regimes that is similar to those predicted. Then, we analyze the five stock factors of the All country world index (ACWI) in the identified time periods to assign a weighted score for each stock factor and to calculate the composite score of the five factors. Finally, we make a monthly selection of 10% of the global stocks that have the highest composite scores. This strategy is shown to outperform those relying on either ACWI, any single stock factor, or the simple average of the five stock factors.",10.3390/risks9010009,global stocks; trading; machine learning; hidden Markov model; economics; regimes; stock ranking; stocks&#8217; factors; economics indicators,WOS,"Utilizes Hidden Markov Model to select stocks from the global market by predicting economic indicator regimes and scoring stock factors, outperforming various benchmarks.",✔️,Global Stocks,✔️,✔️
WOS:000075842000003,Graded forecasting using an array of bipolar predictions: application of probabilistic neural networks to a stock market index,"To an increasing extent over the past decade, software learning methods including neural networks have been used for prediction in financial markets and other areas. By far the most popular type of neural network has been backpropagation. However, the advantages of other learning techniques such as the swift response of the probabilistic neural network (PNN) suggest the desirability of adapting other models to the predictive function. Unfortunately, the conventional architecture for probabilistic neural networks yields only a bipolar output corresponding to Yes or No; Up or Down. This limitation may be circumvented in part by using a graded forecast of multiple discrete values. More specifically, the approach involves an architecture comprising an array of elementary PNNs with bipolar output. This paper explores a number of interrelated topics: (1) presentation of a new architecture for graded forecasting using an arrayed probabilistic network (APN); (2) use of a ""mistake chart"" to compare the accuracy of learning systems against default performance based on a constant prediction; and (3) evaluation of several backpropagation models against a recurrent neural network (RNN) as well as PNN, APN, and case based reasoning. These concepts are investigated against the backdrop of a practical application involving the prediction of a stock market index. (C) 1998 Elsevier Science B.V. All rights reserved.",10.1016/s0169-2070(98)00003-x,forecasting system; artificial intelligence; financial market forecasting,WOS,"Develops an array of probabilistic neural networks to perform graded forecasting for stock market indices, enhancing predictive accuracy by utilizing multiple discrete prediction values.",✔️,Stock Market Index,✔️,✔️
10.1007/s11063-022-10904-8,Graph-Based LSTM for Anti-money Laundering: Experimenting Temporal Graph Convolutional Network with Bitcoin Data,"Elliptic data—one of the largest Bitcoin transaction graphs—has admitted promising results in many studies using classical supervised learning and graph convolutional network models for anti-money laundering. Despite the promising results provided by these studies, only few have considered the temporal information of this dataset, wherein the results were not very satisfactory. Moreover, there is very sparse existing literature that applies active learning to this type of blockchain dataset. In this paper, we develop a classification model that combines long-short-term memory with GCN—referred to as temporal-GCN—that classifies the illicit transactions of Elliptic data using its transaction’s features only. Subsequently, we present an active learning framework applied to the large-scale Bitcoin transaction graph dataset, unlike previous studies on this dataset. Uncertainties for active learning are obtained using Monte-Carlo dropout (MC-dropout) and Monte-Carlo based adversarial attack (MC-AA) which are Bayesian approximations. Active learning frameworks with these methods are compared using various acquisition functions that appeared in the literature. To the best of our knowledge, MC-AA method is the first time to be examined in the context of active learning. Our main finding is that temporal-GCN model has attained significant success in comparison to the previous studies with the same experimental settings on the same dataset. Moreover, we evaluate the performance of the provided acquisition functions using MC-AA and MC-dropout and compare the result against the baseline random sampling model. © 2022, The Author(s).",10.1007/s11063-022-10904-8,Active learning; Anti-money laundering; Bitcoin data; Temporal GCN; Uncertainty estimation,SCOPUS,"The paper presents a temporal graph-based LSTM model with active learning for anti-money laundering efforts using Bitcoin transaction data, enhancing classification of illicit transactions.",❌,,✔️,✔️
WOS:000795156400005,Hidden Markov Model and multifractal method-based predictive quantization complexity models vis-a-vis the differential prognosis and differentiation of Multiple Sclerosis' subgroups,"Hidden Markov Model (HMM) is a stochastic process where implicit or latent stochastic processes can be inferred indirectly through a sequence of observed states. HMM as a mathematical model for uncertain phenomena is applicable for the description and computation of complex dynamical behaviours enabling the mathematical formulation of neural dynamics across spatial and temporal scales. The human brain with its fractal structure demonstrates complex dynamics and fractals in the brain are characterized by irregularity, singularity and self-similarity in terms of form at different observation levels, making detection difficult as observations in real-time occurrences can be time variant, discrete, continuous or noisy. Multiple Sclerosis (MS) is an autoimmune degenerative disease with time and space related dissemination, leading to neuronal apoptosis, coupled with some subtle features that could be overlooked by physicians. This study, through the proposed integrated approach with multi-source complex spatial data, aims to attain accurate prediction, diagnosis and prognosis of MS subgroups by HMM with Viterbi algorithm and Forward-Backward algorithm as the dynamic and efficient products of knowledge-based and Artificial Intelligence (AI)-based systems within the framework of precision medicine. Multifractal Bayesian method (MFM) accordingly applied to identify and eliminate ""insignificant ""irregularities while maintaining ""significant ""singularities. An efficient modelling of HMM is proposed to diagnose and predict the course of MS while using MFM method. Unlike the methods employed in previous studies, our proposed integrated novel method encompasses the subsequent approaches based on reliable MS dataset ((X) over cap) collected: (i) MFM method was applied ((X) over cap) to MS dataset to characterize the irregular, self-similar and significant attributes, thus, attributes with ""insignificant "" irregularities were eliminated and ""significant "" singularities were maintained. MFM-MS dataset ((X) over cap) was generated. (ii) The continuous values in the MS dataset ((X) over cap) and MFM-MS dataset ((X) over cap) were converted into discrete values through vector quantization method of the HMM (iii) Through transitional matrices, different observation matrices were computed from the both datasets. (v) Computational complexity has been computed for both datasets. (vi) The results of the HMM models based on observation matrices obtained from both datasets were compared. In terms of the integrated HMM model proposed and the MS dataset handled, no earlier work exists in the literature. The experimental results demonstrate the applicability and accuracy of our novel proposed integrated method, HMM and Multifractal (HMM-MFM) method, for the application to the MS dataset (X). Compared with conventional methods, our novel method has achieved more superiority regarding extracting subtle and hidden details, which are significant for distinguishing different dynamic and complex systems including engineering and other related applied sciences. Thus, we have aimed at pointing a new frontier by providing a novel alternative mathematical model to facilitate the critical decision-making, management and prediction processes among the related areas in chaotic, dynamic complex systems with intricate and transient states. (C)2022 Elsevier B.V. All rights reserved.",10.1016/j.knosys.2022.108694,Hidden Markov Model; Viterbi algorithm; Forward-Backward algorithm; Multifractal analysis; Nonlinear stochastic processes; Computational dynamic complexityanalyses; Multiple Sclerosis' subgroups,WOS,Integrates Hidden Markov Models and multifractal Bayesian methods for accurate prediction and diagnosis of Multiple Sclerosis subgroups.,❌,?,✔️,✔️
10.1016/j.asoc.2024.111557,Hidden Markov guided Deep Learning models for forecasting highly volatile agricultural commodity prices,"Predicting agricultural commodity prices accurately is of utmost importance due to various factors such as perishability, seasonality, production uncertainty etc. Moreover, the substantial volatility that may be exhibited in time series further adds to the complexity and constitutes a significant challenge. In this paper, a Hidden Markov (HM) guided Deep Learning (DL) models has been developed on nonlinear and nonstationary price data of agricultural commodities for forecasting by considering technical indicators viz., Moving Average (MA), Bollinger Bands (BB), Moving Average Convergence Divergence (MACD), Exponential MA (EMA) and Fast Fourier Transformation (FFT). HM Models (HMMs) can effectively handle the sequential dependencies and hidden states, while DL approach can learn complex patterns and relationships within the price series and thus the drawback of lack of generalization capability in the DL model has been overcome by HMM. In this study, the Potato price data of the Champadanga district of West Bengal, India has been utilized to assess the performance of the proposed technique. HMM has been combined with six baseline DL models viz., Recurrent Neural Networks (RNN), Convolutional Neural Networks (CNN), Long Short-Term Memory (LSTM), Gated Recurrent Units (GRU), Bidirectional LSTM (BiLSTM) and Bidirectional GRU (BiGRU) for forecast modeling. Performance evaluation metrics viz., Root Mean Squared Error (RMSE), Mean Absolute Percentage Error (MAPE), Mean Absolute Error (MAE) and the insightful Diebold–Mariano (DM) test revealed that Hidden Markov hybridized with DL models surpassed baseline DL models in forecasting accuracy for 1-week, 4-week, 8-week and 12-week ahead DL predictions. The proposed approach holds significant promise for enhancing the precision of agricultural commodity price forecasting with far-reaching implications for various stakeholders such as farmers and planners. © 2024 Elsevier B.V.",10.1016/j.asoc.2024.111557,Bollinger Bands; Fourier transform; Gated Recurrent Unit (GRU)/ Bidirectional GRU (BiGRU); Long Short-Term Memory (LSTM)/ Bidirectional LSTM (BiLSTM); Recurrent Neural Network (RNN)/ Convolutional Neural Networks (CNN),SCOPUS,"Hidden Markov guided deep learning models are developed to forecast highly volatile agricultural commodity prices, achieving higher accuracy than baseline models for potato price predictions.",✔️,Agricultural Commodity (Potato),✔️,✔️
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8640116,High-Dimensional Multiple Bubbles Prediction Based on Sparse Constraints,"Many bubble test methods do not have the ability to predict multiple bubbles in a high dimensional space now. Therefore, we propose a data-driven, self-adaptive evolutionary bubble prediction algorithm named WSADF. First, according to the invariance principle, we speculate that if there are inherent degrees of freedom for high dimensional time series, then comovement causality analysis (CCA) can be improved to select the decisive high dimensional time series that must reflect the prominent comovement causality. The optimization problem of the high dimensional space can be solved in the low dimensional space and maintain the inherent relationships among the time series by using CCA. Second, the learning parameters of hidden neurons have the ability of self-adaptive differential evolution. The neurons in the network are used to model the individuals’ signals from the perspective of evolution. Third, a self-adaptive evolutionary neural network can be used to simulate the operation of the entire market’s signals. The generalized sup augmented Dickey–Fuller test is improved to suit changing market environmental conditions. Thus, the WSADF algorithm has the ability to predict multiple bubbles in high dimensional space. An empirical application of the methodology is conducted on different types of markets (e.g., the USDCNH and CSI300 closing prices), which has successfully identified and forecasted multiple bubbles from 2015 to 2017.",10.1109/access.2019.2893929,Time series analysis;Neurons;Biological neural networks;Prediction algorithms;Training data;Adaptation models;Optimization;Sparse and compressible signals;self-adaptive evolutionary;machine learning;multiple bubbles;GSADF test;high-dimensional space,IEEE,"We propose a data-driven evolutionary algorithm WSADF to predict multiple market bubbles in high-dimensional financial markets, successfully applied to USDCNH and CSI300 indices.",✔️,"Currency, Stock Index",✔️,❌
WOS:000456228800001,High-order Hidden Markov Model for trend prediction in financial time series,"Financial price series trend prediction is an essential problem which has been discussed extensively using tools and techniques of economic physics and machine learning. Time dependence and volatility issues in this problem have made Hidden Markov Model (HMM) a useful tool in predicting the states of stock market. In this paper, we present an approach to predict the stock market price trend based on high-order HMM. Different from the commonly used first-order HMM, short and long-term time dependence are both considered in the high order HMM. By introducing a dimension reduction method which could transform the high-dimensional state vector of high-order HMM into a single one, we present a dynamic high-order HMM trading strategy to predict and trade CSI 300 and S&P 500 stock index for the next day given historical data. In our approach, we make a statistic of the daily returns in the history to demonstrate the relationship between hidden states and the price change trend. Experiments on CSI 300 and S&P 500 index illustrate that high-order HMM has preferable ability to identify market price trend than first-order one. Thus, the high-order HMM has higher accuracy and lower risk than the first-order model in predicting the index price trend. (C) 2018 Elsevier B.V. All rights reserved.",10.1016/j.physa.2018.10.053,High-order HMM; Trend prediction; Trading algorithm,WOS,"This article presents a high-order Hidden Markov Model for predicting stock market price trends, demonstrating improved accuracy and lower risk compared to first-order models.",✔️,"Stock indices (CSI 300, S&P 500)",✔️,✔️
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10494511,HyBiLSTM: Multivariate Bitcoin Price Forecasting Using Hybrid Time-Series Models With Bidirectional LSTM,"Despite their growing popularity in recent research, most hybrid models that harness the strengths of both classical time-series analysis and deep learning models have been explored within the univariate forecasting context. In the econometric domain, where exogenous factors play a crucial role; there is a pressing need for more studies focusing on multivariate forecasting. This paper introduces a novel hybrid model, HyBiLSTM. It integrates an ARIMAX GARCHX model for initial forecasting, followed by a second forecasting phase that addresses the residuals using a bidirectional long short-term memory model optimized through grey wolf optimization algorithm. The final forecast is a composite derived from both models. Three quantitative metrics (mean absolute error, root mean square error, and mean absolute percentage error) assessed the model performance using data that spanned social and economic variables from July 1, 2019, to December 31, 2022. The results revealed several key findings: 1) The addition of exogenous factors improved the performance of the ARIMA and GARCH models. 2) The BiLSTM variant outperformed other LSTM variants when combined with the ARIMAX GARCHX model. 3) An analysis using Shapley additive explanations indicated that bitcoin price was influenced by stock prices, Twitter volume, gold prices, and the Twitter sentiment index. 4) The presence of a structural break had a significant effect on the model’s forecasting accuracy. Beyond expanding the academic literature on hybrid models within a multivariate context, this offers valuable practical insights for investors. Specifically, it analyzes various factors that could serve as early indicators of bitcoin price fluctuations.",10.1109/access.2024.3386029,Biological system modeling;Predictive models;Long short term memory;Forecasting;Bitcoin;Data models;Time series analysis;LSTM;ARIMAX;GARCHX;bitcoin;SHAP;bidirectional LSTM,IEEE,"The paper introduces HyBiLSTM, a hybrid time-series model combining ARIMAX GARCHX and bidirectional LSTM for multivariate Bitcoin price forecasting, utilizing social and economic indicators to enhance prediction accuracy.",✔️,Bitcoin,✔️,✔️
WOS:000781289000001,Hybrid Feature Reduction Using <i>PCC</i>-Stacked Autoencoders for Gold/Oil Prices Forecasting under COVID-19 Pandemic,"The financial markets have been influenced by the emerging spread of Coronavirus disease, COVID-19. The oil, and gold as well have experienced a downward trend due to the increased rate in the number of confirmed COVID-19 cases. Lately, the published COVID data comprised new variables that may influence the accuracy of the oil/gold prices forecasting models including the Stringency index, Reproduction rate, Positive Rate, and Vaccinations. In this study, Deep Autoencoders are introduced and combined with the well-known approach: Pearson Correlation Coefficient, PCC, analysis in selecting the key features that affect the accuracy of the forecasting models of gold and oil prices with respect to COVID-19 pandemic. We have utilized a hybrid approach of PCC along with a 2-Stage Stacked Autoencoder, SA, to extract the latent features which are then submitted to Neural Network, NN, regression model. The NN regressor has been trained using the Bayesian Regularization-backpropagation algorithm which provides a good generalization for small noisy datasets. The hybrid approach has yielded the minimum MSE values of 8.97 x 10(-3) and 5.356 x 10(-2) on the oil/gold validation set, respectively. Compared to the existing approaches, the proposed approach has outperformed the ARIMA, ML based regression models in forecasting the oil/gold prices. In addition, the introduced framework has yielded lower Mean Absolute Error, MAE, than the Recurrent Neural Network, RNN, and the Principal Component Analysis, PCA, for dimension reduction. The retrieved results showed that the hybrid method produced more robust features by considering the relationship between the input features.",10.3390/electronics11070991,stacked autoencoders; neural network; forecasting models,WOS,"The study develops a hybrid feature reduction approach combining Pearson Correlation Coefficient and stacked autoencoders with neural networks to forecast gold and oil prices during the COVID-19 pandemic, achieving superior accuracy compared to traditional models like ARIMA.",✔️,Gold and oil,✔️,❌
WOS:001139596200001,Hybrid machine learning models for aboveground biomass estimations,"Forest biomass provides a quantitative assessment for carbon stock marketing on a national or regional scale. Some countries have committed to net zero carbon emissions, so proper biomass estimations are essential. This study investigates the uses of machine learning (LightGBM, XGBoost), in which hyperparameters were tuned by Bayesian-based Optimisers and a novel Tasmanian Devil Optimisation algorithm for estimates of aboveground biomass (AGB) using Sentinel 1A, Landsat images, and ground survey data. A province in the northern part of Vietnam was selected as a case study since the change in land cover has been considered crucial. The models were optimized/trained and validated using statistical indicators, namely, root mean square error (RMSE), coefficient of determination (R2), and mean absolute error (MAE). The trained models were further explained using SHAP values to understand better how they perform and the contribution of each feature to the overall estimates. The results showed that the three indicators of the proposed model were statistically better than those of the reference methods. Specifically, the hybrid model ended up at RMSE -13.87, MAE - 10.62, and R2 - 0.79 for the estimation of AGB. Based on the experience, such hybrid integration can be recommended as an alternative solution for biomass estimation. In a broader context, the fast growth of machine learning and optimization algorithms has created new scientifically sound solutions for a better analysis of forest cover.",10.1016/j.ecoinf.2023.102421,Aboveground biomass; Gradient boosting; Bayesian optimisations; Meta-heuristic optimisation,WOS,"Uses machine learning models (LightGBM, XGBoost) optimized by Bayesian-based and Tasmanian Devil Optimization algorithms to estimate aboveground biomass using satellite data, outperforming reference methods.",❌,?,✔️,❌
WOS:001139673000001,IACPPO: A deep reinforcement learning-based model for warehouse inventory replenishment,"Inventory cost is a significant factor in Supply Chain Management (SCM), and an effective replenishment strategy can reduce warehouse operation costs. However, traditional replenishment strategies often struggle to meet the complex and ever-changing demands of real-world warehouse scenarios. Moreover, the spatiotemporal heterogeneity of commodity demand and inventory cost poses significant challenges to time series prediction models, as individual training strategies for different commodities significantly increase modeling and time costs. To address these issues, we propose a replenishment model called IACPPO, which incorporates the Advantage ActorCritic (A2C) algorithm with the Proximal Policy Optimization (PPO) algorithm. Firstly, we introduce gated recurrent unit (GRU) and Attention Mechanisms into the Actor-Critic network to analyze data state spaces for probabilistic modeling and extracting valid information from environmental state sequences by memory reasoning and focusing on critical state sequences; additionally, we fuse the A2C algorithm with the PPO algorithm to train the whole network simultaneously to obtain the replenishment strategy. Finally, experimental results on two different real-world inventory datasets show that using the IACPPO model has achieved the best cost control strategies in most experimental validations of replenishment strategies.",10.1016/j.cie.2023.109829,Inventory cost management; Replenishment strategy; Markov decision process; Supply chain,WOS,"Proposes the IACPPO model, a deep reinforcement learning-based approach for warehouse inventory replenishment, achieving optimal cost control strategies.",❌,?,✔️,❌
978-1-109-88417-3,Identification and prediction of economic regimes to guide decision making in multi-agent marketplaces,"Supply chain management is commonly employed by businesses to improve organizational processes by optimizing the transfer of goods, information, and services between buyers and suppliers. Traditionally, supply chains have been created and maintained through the interactions of human representatives of the various companies involved. However, the recent advent of autonomous software agents opens new possibilities for automating and coordinating the decision making processes between the various parties involved. Autonomous agents participating in supply chain management must typically make their decisions in environments of high complexity, high variability, and high uncertainty since only limited information is visible. We present an approach whereby an autonomous agent is able to make tactical decisions, such as product pricing, as well as strategic decisions, such as product mix and production planning, in order to maximize its profit despite the uncertainties in the market. The agent predicts future market conditions and adapts its decisions on procurement, production, and sales accordingly. Using a combination of machine learning and optimization techniques; the agent first characterizes the microeconomic conditions, such as over-supply or scarcity, of the market. These conditions are distinguishable statistical patterns that we call economic regimes. They are learned from historical data by using a Gaussian Mixture Model to model the price density of the different products and by clustering price distributions that recur across days. In real-time the agent identifies the current dominant market condition and forecasts market changes over a planning horizon. Methods for the identification of regimes are explored in detail, and three different algorithms are presented. One is based on exponential smoothing, the second on a Markov prediction process, and the third on a Markov correction-prediction process. We examine a wide range of tuning options for these algorithms, and show how they can be used to predict prices, price trends, and the probability of receiving a customer order. We validate our methods by presenting experimental results from the Trading Agent Competition for Supply Chain Management, an international competition of software agents that has provided inspiration for this work. We also show how the same approach can be applied to the stock market.",,,Proquest,"The study develops nonparametric Bayesian models to identify and predict economic regimes in multi-agent marketplaces, including applications to stock markets, enabling agents to make informed tactical and strategic decisions.",✔️,Stock,✔️,✔️
0419-4217,Identification and prediction of economic regimes to guide decision making in multi-agent marketplaces.,"Supply chain management is commonly employed by businesses to improve organizational processes by optimizing the transfer of goods, information, and services between buyers and suppliers. Traditionally, supply chains have been created and maintained through the interactions of human representatives of the various companies involved. However, the recent advent of autonomous software agents opens new possibilities for automating and coordinating the decision making processes between the various parties involved. Autonomous agents participating in supply chain management must typically make their decisions in environments of high complexity, high variability, and high uncertainty since only limited information is visible. We present an approach whereby an autonomous agent is able to make tactical decisions, such as product pricing, as well as strategic decisions, such as product mix and production planning, in order to maximize its profit despite the uncertainties in the market. The agent predicts future market conditions and adapts its decisions on procurement, production, and sales accordingly. Using a combination of machine learning and optimization techniques; the agent first characterizes the microeconomic conditions, such as over-supply or scarcity, of the market. These conditions are distinguishable statistical patterns that we call economic regimes. They are learned from historical data by using a Gaussian Mixture Model to model the price density of the different products and by clustering price distributions that recur across days. In real-time the agent identifies the current dominant market condition and forecasts market changes over a planning horizon. Methods for the identification of regimes are explored in detail, and three different algorithms are presented. One is based on exponential smoothing, the second on a Markov prediction process, and the third on a Markov correction-prediction process. We examine a wide range of tuning options for these algorithms, and show how they can be used to predict prices, price trends, and the probability of receiving a customer order. We validate our methods by presenting experimental results from the Trading Agent Competition for Supply Chain Management, an international competition of software agents that has provided inspiration for this work. We also show how the same approach can be applied to the stock market.",,,Proquest,"The study develops nonparametric Bayesian models to identify and predict economic regimes in multi-agent marketplaces, including applications to stock markets, enabling agents to make informed tactical and strategic decisions.",✔️,Stock,✔️,✔️
