PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Qian, B; Rasheed, K				Qian, Bo; Rasheed, Khaled			Foreign Exchange Market Prediction with Multiple Classifiers	JOURNAL OF FORECASTING				Article						foreign exchange market prediction; efficient market hypothesis; Hurst exponent; machine learning; model ensemble	STACKED GENERALIZATION; NEURAL NETWORKS; TIME-SERIES; EFFICIENCY	Foreign exchange market prediction is attractive and challenging. According to the efficient market and random walk hypotheses, market prices should follow a random walk pattern and thus should not be predictable with more than about 50% accuracy. fit this article, we investigate the predictability of foreign exchange spot rates of the US dollar against the British pound to show that not all periods are equally random. WC used the Hurst exponent to select a period with great predictability. Parameters for generating training patterns were determined heuristically by auto-mutual information and false nearest-neighbor methods. Some inductive machine-learning classifiers-artificial neural network, decision tree, k-nearest neighbor, and naive Bayesian classifier-were then trained with these generated patterns. Though appropriate collaboration of these models, we achieved a prediction accuracy of up to 67%. Copyright (C) 2009 John Wiley & Sons, Ltd.	[Qian, Bo; Rasheed, Khaled] Univ Georgia, Dept Comp Sci, Boyd Grad Studies Res Ctr, Athens, GA 30602 USA		Qian, B (corresponding author), Univ Georgia, Dept Comp Sci, Boyd Grad Studies Res Ctr 415, Athens, GA 30602 USA.	Bo.Qian@rbccm.com								18	21											APR	2010	29	3					271	284		10.1002/for.1124	http://dx.doi.org/10.1002/for.1124												2024-10-15	WOS:000275920800001
J	Shi, SP; Yu, J; Zhang, C				Shi, Shuping; Yu, Jun; Zhang, Chen			Fractional gaussian noise: Spectral density and estimation methods	JOURNAL OF TIME SERIES ANALYSIS				Article; Early Access						Fractional Brownian motion; fractional Gaussian noise; semi-parametric method; maximum likelihood; Whittle likelihood; change-of-frequency; realised volatility	MAXIMUM-LIKELIHOOD-ESTIMATION; LOG-PERIODOGRAM REGRESSION; LONG-MEMORY; TIME-SERIES; PARAMETER; VOLATILITY; NORMALITY; VOLUME; MODEL	The fractional Brownian motion (fBm) process, governed by a fractional parameter H is an element of(0,1), is a continuous-time Gaussian process with its increment being the fractional Gaussian noise (fGn). This article first provides a computationally feasible expression for the spectral density of fGn. This expression enables us to assess the accuracy of a range of approximation methods, including the truncation method, Paxson's approximation, and the Taylor series expansion at the near-zero frequency. Next, we conduct an extensive Monte Carlo study comparing the finite sample performance and computational cost of alternative estimation methods for H under the fGn specification. These methods include two semi-parametric methods (based on the Taylor series expansion), two versions of the Whittle method (utilising either the computationally feasible expression or Paxson's approximation of the spectral density), a time-domain maximum likelihood (ML) method (employing a recursive approach for its likelihood calculation), and a change-of-frequency method. Special attention is paid to highly anti-persistent processes with H close to zero, which are of empirical relevance to financial volatility modelling. Considering the trade-off between statistical and computational efficiency, we recommend using either the Whittle ML method based on Paxson's approximation or the time-domain ML method. We model the log realized volatility dynamics of 40 financial assets in the US market from 2012 to 2019 with fBm. Although all estimation methods suggest rough volatility, the implied degree of roughness varies substantially with the estimation methods, highlighting the importance of understanding the finite sample performance of various estimation methods.	[Shi, Shuping] Macquarie Univ, Dept Econ, Sydney, Australia; [Yu, Jun; Zhang, Chen] Univ Macau, Fac Business Adm, Taipa, Macao, Peoples R China; [Shi, Shuping] Macquarie Univ, Dept Econ, 4 Eastern Rd, N Ryde, NSW 2109, Australia		Shi, SP (corresponding author), Macquarie Univ, Dept Econ, 4 Eastern Rd, N Ryde, NSW 2109, Australia.	shuping.shi@mq.edu.au	YU, Jun/D-1455-2009; Shi, Shuping/AFM-3556-2022	Shi, Shuping/0000-0001-8571-3066						0	0											2024 MAY 20	2024										10.1111/jtsa.12750	http://dx.doi.org/10.1111/jtsa.12750		MAY 2024										2024-10-15	WOS:001227476100001
J	Kobayashi, S; Shirayama, S				Kobayashi, Shusuke; Shirayama, Susumu			Selecting data adaptive learner from multiple deep learners using Bayesian networks	NEURAL COMPUTING & APPLICATIONS				Article						Time-series forecasting; Deep learning; Bayesian network; Mixture of experts	ENSEMBLE APPROACH; MODELS	A method to predict time series using multiple deep learners and a Bayesian network is proposed. In this study, the input explanatory variables are Bayesian network nodes that are associated with learners. Training data are divided usingK-means clustering, and multiple deep learners are trained depending on the cluster. A Bayesian network is used to determine which deep learner is in charge of predicting a time series. We determine a threshold value and select learners with a posterior probability equal to or greater than the threshold value, which could facilitate more robust prediction. The proposed method is applied to financial time-series data, and the predicted results for the Nikkei 225 index are demonstrated.	[Kobayashi, Shusuke] Chiba Univ, Dept Med, Chuo Ku, 1-8-1 Inohana, Chiba 2608670, Japan; [Shirayama, Susumu] Univ Tokyo, Grad Sch Engn, Bunkyo Ku, 7-3-1 Hongo, Tokyo 1138656, Japan		Kobayashi, S (corresponding author), Chiba Univ, Dept Med, Chuo Ku, 1-8-1 Inohana, Chiba 2608670, Japan.	shusuke.kbys@chiba-u.jp; shirayama.susumu@gmail.com		Kobayashi, Shusuke/0000-0003-1529-9343						1	1											MAY	2021	33	9			SI		4229	4241		10.1007/s00521-020-05234-6	http://dx.doi.org/10.1007/s00521-020-05234-6		AUG 2020										2024-10-15	WOS:000555358600001
J	Gularte, APD; Guimaraes, DG; Torres, GD; da Silva, TCN; Curtis, VV				dos Santos Gularte, Ana Paula; Filho, Danusio Gadelha Guimaraes; de Oliveira Torres, Gabriel; da Silva, Thiago Carvalho Nunes; Curtis, Vitor Venceslau			Machine Learning-Based Time Series Prediction at Brazilian Stocks Exchange	COMPUTATIONAL ECONOMICS				Article; Early Access						Machine learning; Financial time series; Prediction; Hybrid intelligent algorithm; Ensemble	NEURAL-NETWORKS; MODEL	This study proposes a novel method for forecasting the returns of assets comprising the Ibovespa from January 1, 2016, to December 30, 2020, by integrating machine learning algorithms-Gradient Boosting Machine, k-Nearest Neighbor, and Bayesian Regularized Neural Networks. Employing an ensemble strategy with diverse data modeling approaches, the method includes a pre-processing stage for variable selection, ranking their importance using statistical techniques such as OneR, Information Gain, and Chi-Square. This approach aims to overcome common challenges such as overfitting, high dimensionality, and computational efficiency, thus enhancing the robustness of the machine learning model and reducing susceptibility to biases and fluctuations. Empirical results demonstrate that, compared to the ARIMA model, the machine learning algorithm shows superior performance in forecast error and forecast hit rate and precision (R2, Willmott, and Kurtosis). Furthermore, the results suggest that the proposed algorithm can significantly improve predictive precision when applied to the ARIMA model and generalized to various datasets that include various markets and assets.	[dos Santos Gularte, Ana Paula; Filho, Danusio Gadelha Guimaraes; de Oliveira Torres, Gabriel; da Silva, Thiago Carvalho Nunes; Curtis, Vitor Venceslau] Aeronaut Inst Technol ITA, Dept Comp Sci, Praca Marechal Eduardo Gomes, BR-12228900 Sao Jose Dos Campos, SP, Brazil; [dos Santos Gularte, Ana Paula; Filho, Danusio Gadelha Guimaraes; Curtis, Vitor Venceslau] Fed Univ Sao Paulo UNIFESP, Inst Sci & Technol, Ave Cesare Mansueto Giulio Lattes 1201, BR-12247014 Sao Jose Dos Campos, SP, Brazil		Gularte, APD; Curtis, VV (corresponding author), Aeronaut Inst Technol ITA, Dept Comp Sci, Praca Marechal Eduardo Gomes, BR-12228900 Sao Jose Dos Campos, SP, Brazil.; Gularte, APD; Curtis, VV (corresponding author), Fed Univ Sao Paulo UNIFESP, Inst Sci & Technol, Ave Cesare Mansueto Giulio Lattes 1201, BR-12247014 Sao Jose Dos Campos, SP, Brazil.	gularte@ita.br; curtis@ita.br	Curtis, Vitor/C-6214-2019							0	0											2023 DEC 20	2023										10.1007/s10614-023-10529-6	http://dx.doi.org/10.1007/s10614-023-10529-6		DEC 2023										2024-10-15	WOS:001126988800002
J	Li, KY; Zhou, Y				Li, Kangyi; Zhou, Yang			Improved Financial Predicting Method Based on Time Series Long Short-Term Memory Algorithm	MATHEMATICS				Article						financial capital; artificial intelligence; Bayesian POT; time series	MODEL	With developments in global economic integration and the increase in future economic uncertainty, it is imperative to have the ability to predict future capital in relation to financial capital inflow and outflow predictions to ensure capital optimization is within a controllable range within the current macroeconomic environment and situation. This paper proposes an automated capital prediction strategy for the capital supply chain using time series analysis artificial intelligence methods. Firstly, to analyze the fluctuation and tail risk of the financial characteristics, the paper explores the financial characteristics for measuring the dynamic VaR from the perspectives of volatility, tail, and peak with the Bayesian peaks over threshold (POT) model. Following this, in order to make the modeling more refined, the forecast targets are split before modeling with seasonal Autoregressive Integrated Moving Average (ARIMA) models and Prophet models. Finally, the time series modeling of the wavelet Long Short-Term Memory (LSTM) model is carried out using a two-part analysis method to determine the linear separated wavelet and non-linear embedded wavelet parts to predict strong volatility in financial capital. Taking the user capital flow of the Yu'e Bao platform, the results prove the feasibility and prediction accuracy of the innovative model proposed.	[Li, Kangyi] Ulink Coll Shanghai, Shanghai 201615, Peoples R China; [Zhou, Yang] Shanghai Univ, Sch Mechatron Engn & Automat, Shanghai 200444, Peoples R China		Zhou, Y (corresponding author), Shanghai Univ, Sch Mechatron Engn & Automat, Shanghai 200444, Peoples R China.	zhouyang0410@shu.edu.cn								0	0											APR	2024	12	7							1074	10.3390/math12071074	http://dx.doi.org/10.3390/math12071074												2024-10-15	WOS:001201108800001
J	Park, H; Kim, N; Lee, J				Park, Hyejin; Kim, Namhyoung; Lee, Jaewook			Parametric models and non-parametric machine learning models for predicting option prices: Empirical comparison study over KOSPI 200 Index options	EXPERT SYSTEMS WITH APPLICATIONS				Article						Option pricing; Gaussian processes; Support vector machines; Artificial neural network; Black-Scholes model; Heston model; Merton model	IMPLIED VOLATILITY FUNCTIONS; NEURAL-NETWORKS; STOCHASTIC VOLATILITY; CALIBRATION	We investigated the performance of parametric and non-parametric methods concerning the in-sample pricing and out-of-sample prediction performances of index options. Comparisons were performed on the KOSPI 200 Index options from January 2001 to December 2010. To verify the statistical differences between the compared methods, we tested the following null hypothesis: two series of forecasting errors have the same mean-squared value. The experimental study reveals that non-parametric methods significantly outperform parametric methods on both in-sample pricing and out-of-sample pricing. The outperforming non-parametric method is statistically different from the other models, and significantly different from the parametric models. The Gaussian process model delivers the most outstanding performance in forecasting, and also provides the predictive distribution of option prices. (C) 2014 Elsevier Ltd. All rights reserved.	[Park, Hyejin] Pohang Univ Sci & Technol POSTECH, Dept Ind & Management Engn, Pohang 790784, South Korea; [Kim, Namhyoung] Gachon Univ, Dept Appl Stat, Songnam 461701, Gyeonggi Do, South Korea; [Lee, Jaewook] Seoul Natl Univ, Dept Ind Engn, Seoul 151744, South Korea		Kim, N (corresponding author), Gachon Univ, Dept Appl Stat, 1342 Seongnamdaero, Songnam 461701, Gyeonggi Do, South Korea.	nhkim@gachon.ac.kr	; Lee, Jaewook/A-7355-2013	Kim, Namhyoung/0000-0002-0890-9812; Lee, Jaewook/0000-0001-5720-8337						56	65											SEP 1	2014	41	11					5227	5237		10.1016/j.eswa.2014.01.032	http://dx.doi.org/10.1016/j.eswa.2014.01.032												2024-10-15	WOS:000336191800020
J	Tian, CA; Niu, T; Wei, W				Tian, Chaonan; Niu, Tong; Wei, Wei			Volatility index prediction based on a hybrid deep learning system with multi-objective optimization and mode decomposition	EXPERT SYSTEMS WITH APPLICATIONS				Article						Volatility index; Mode decomposition; Deep learning; Multi-objective optimization; Prediction	TIME-SERIES; GENETIC ALGORITHM; WIND-SPEED; NONLINEARITY; DIRECTION; NETWORKS	Advances in volatility index prediction based on computational intelligence have brought wide-ranging benefits to financial risk management. However, current studies in the field remain limited and need further improve-ment due to these research gaps: (1) ignoring the important role of probabilistic prediction in characterizing uncertainty risks; (2) relying on single-objective optimization algorithm to optimize prediction model, thereby ignoring the advantages of multi-objective optimization; (3) emphasizing nonlinear modeling, not considering both nonlinear and linear modeling simultaneously. Aiming to address these gaps, a novel multi-objective hybrid deep learning system, composed of a modified multi-objective optimizer, a clockwork recurrent neural network, and an improved mode decomposition method, is newly proposed to perform deterministic and probabilistic volatility index prediction. Concretely, the volatility index is decomposed into some modes using an advanced data decomposition method; further, the clockwork recurrent neural network is considered a prediction engine to model these modes, which has an excellent ability to model the long-term dependency for linear and nonlinear time series depending on its mechanism of temporal granularity, as compared to traditional recurrent neural networks; finally, the prediction results can be obtained by integrating the predictions from these modes, using the mode weights calculated by an improved multi-objective optimizer with the objectives of prediction accuracy and stability. To validate the performance of the proposed hybrid deep learning system, case studies and cor-responding sensitivity and convergence analyses are carried out. From the perspective of the indicator mean absolute percentage error, the maximum improvements of our proposed system reach 67.50%, 75.82%, and 75.42% in Case I, Case II, and Case III, respectively, thus indicating its superiority and practical feasibility.	[Tian, Chaonan] Zhengzhou Business Univ, Zhengzhou 451200, Peoples R China; [Niu, Tong; Wei, Wei] Zhengzhou Univ, Ctr Energy Environm & Econ Res, Sch Management, Zhengzhou 450001, Peoples R China		Niu, T (corresponding author), Zhengzhou Univ, Ctr Energy Environm & Econ Res, Sch Management, Zhengzhou 450001, Peoples R China.	tongniu@zzu.edu.cn	Niu, Tong/T-5526-2019							3	3											MAR 1	2023	213		C						119184	10.1016/j.eswa.2022.119184	http://dx.doi.org/10.1016/j.eswa.2022.119184		NOV 2022										2024-10-15	WOS:000891788100011
J	Gupta, R; Marfatia, HA; Pierdzioch, C; Salisu, AA				Gupta, Rangan; Marfatia, Hardik A.; Pierdzioch, Christian; Salisu, Afees A.			Machine Learning Predictions of Housing Market Synchronization across US States: The Role of Uncertainty	JOURNAL OF REAL ESTATE FINANCE AND ECONOMICS				Article						Machine learning; Random forests; Bayesian dynamic factor model; Forecasting; Housing markets synchronization; United States	ECONOMIC-POLICY UNCERTAINTY; OIL PRICE SHOCKS; BUSINESS CYCLES; IMPACT; VOLATILITY; RETURNS; CAUSALITY; DEMAND; MODELS; OUTPUT	We analyze the role of macroeconomic uncertainty in predicting synchronization in housing price movements across all the United States (US) states plus District of Columbia (DC). We first use a Bayesian dynamic factor model to decompose the house price movements into a national, four regional (Northeast, South, Midwest, and West), and state-specific factors. We then study the ability of macroeconomic uncertainty in forecasting the comovements in housing prices, by controlling for a wide-array of predictors, such as factors derived from a large macroeconomic dataset, oil shocks, and financial market-related uncertainties. To accommodate for multiple predictors and nonlinearities, we take a machine learning approach of random forests. Our results provide strong evidence of forecastability of the national house price factor based on the information content of macroeconomic uncertainties over and above the other predictors. This result also carries over, albeit by a varying degree, to the factors associated with the four census regions, and the overall house price growth of the US economy. Moreover, macroeconomic uncertainty is found to have predictive content for (stochastic) volatility of the national factor and aggregate US house price. Our results have important implications for policymakers and investors.	[Gupta, Rangan] Univ Pretoria, Dept Econ, ZA-0002 Pretoria, South Africa; [Marfatia, Hardik A.] NE Illinois Univ, Dept Econ, 5500 N St Louis Ave,BBH 344G, Chicago, IL 60625 USA; [Pierdzioch, Christian] Helmut Schmidt Univ, Dept Econ, Holstenhofweg 85,POB 700822, D-22008 Hamburg, Germany; [Salisu, Afees A.] Univ Ibadan, Ctr Econometr & Allied Res, Ibadan, Nigeria		Marfatia, HA (corresponding author), NE Illinois Univ, Dept Econ, 5500 N St Louis Ave,BBH 344G, Chicago, IL 60625 USA.	h-marfatia@neiu.edu	Gupta, Rangan/ACM-0361-2022; salisu, afees/N-1304-2018	Marfatia, Hardik/0000-0001-7552-8086; salisu, afees/0000-0003-0619-6545						17	17											MAY	2022	64	4					523	545		10.1007/s11146-020-09813-1	http://dx.doi.org/10.1007/s11146-020-09813-1		JAN 2021										2024-10-15	WOS:000606999100001
J	Burghi, ACA; Hirsch, T; Pitz-Paal, R				Burghi, Ana Carolina Amaral; Hirsch, Tobias; Pitz-Paal, Robert			Artificial Learning Dispatch Planning with Probabilistic Forecasts: Using Uncertainties as an Asset	ENERGIES				Article						renewable systems; storage; dispatch; optimization; machine learning; probabilistic forecasts	CONCENTRATING SOLAR POWER; RENEWABLE ENERGY; WIND ENERGY; OPTIMIZATION; DEMAND; SYSTEM	Weather forecast uncertainty is a key element for energy market volatility. By intelligently considering uncertainties on the schedule development, renewable energy systems with storage could improve dispatching accuracy, and therefore, effectively participate in electricity wholesale markets. Deterministic forecasts have been traditionally used to support dispatch planning, representing reduced or no uncertainty information about the future weather. Aiming at better representing the uncertainties involved, probabilistic forecasts have been developed to increase forecasting accuracy. For the dispatch planning, this can highly influence the development of a more precise schedule. This work extends a dispatch planning method to the use of probabilistic weather forecasts. The underlying method used a schedule optimizer coupled to a post-processing machine learning algorithm. This machine learning algorithm was adapted to include probabilistic forecasts, considering their additional information on uncertainties. This post-processing applied a calibration of the planned schedule considering the knowledge about uncertainties obtained from similar past situations. Simulations performed with a concentrated solar power plant model following the proposed strategy demonstrated promising financial improvement and relevant potential in dealing with uncertainties. Results especially show that information included in probabilistic forecasts can increase financial revenues up to 15% (in comparison to a persistence solar driven approach) if processed in a suitable way.	[Burghi, Ana Carolina Amaral; Hirsch, Tobias] German Aerosp Ctr DLR, Inst Solar Res, Wankelstr 5, D-70563 Stuttgart, Germany; [Pitz-Paal, Robert] German Aerosp Ctr DLR, Inst Solar Res, D-51147 Cologne, Germany		Burghi, ACA (corresponding author), German Aerosp Ctr DLR, Inst Solar Res, Wankelstr 5, D-70563 Stuttgart, Germany.	ana.doamaralburghi@dlr.de; tobias.hirsch@dlr.de; Robert.Pitz-Paal@dlr.de	Pitz-Paal, Robert/G-3279-2013	Hirsch, Tobias/0000-0003-0063-0128; do Amaral Burghi, Ana Carolina/0000-0002-5058-9162						3	3											FEB	2020	13	3							616	10.3390/en13030616	http://dx.doi.org/10.3390/en13030616												2024-10-15	WOS:000522489000109
J	García, JS; Rambaud, SC				Sanchez Garcia, Javier; Cruz Rambaud, Salvador			Machine Learning Regularization Methods in High-Dimensional Monetary and Financial VARs	MATHEMATICS				Article						VAR; machine learning; LASSO (Least Absolute Shrinkage and Selection Operator); regularization methods; sparsity; monetary economics; financial economics	PRICE; VOLATILITY; REGRESSION; SHRINKAGE; MARKETS; POLICY	Vector autoregressions (VARs) and their multiple variants are standard models in economic and financial research due to their power for forecasting, data analysis and inference. These properties are a consequence of their capabilities to include multiple variables and lags which, however, turns into an exponential growth of the parameters to be estimated. This means that high-dimensional models with multiple variables and lags are difficult to estimate, leading to omitted variables, information biases and a loss of potential forecasting power. Traditionally, the existing literature has resorted to factor analysis, and specially, to Bayesian methods to overcome this situation. This paper explores the so-called machine learning regularization methods as an alternative to traditional methods of forecasting and impulse response analysis. We find that regularization structures, which allow for high dimensional models, perform better than standard Bayesian methods in nowcasting and forecasting. Moreover, impulse response analysis is robust and consistent with economic theory and evidence, and with the different regularization structures. Specifically, regarding the best regularization structure, an elementwise machine learning structure performs better in nowcasting and in computational efficiency, whilst a componentwise structure performs better in forecasting and cross-validation methods.	[Sanchez Garcia, Javier] Univ Almeria, Mediterranean Res Ctr Econ & Sustainable Dev CIME, Almeria 04120, Spain; [Cruz Rambaud, Salvador] Univ Almeria, Dept Econ & Empresa, Almeria 04120, Spain		Rambaud, SC (corresponding author), Univ Almeria, Dept Econ & Empresa, Almeria 04120, Spain.	jsg608@ual.es; scruz@ual.es	; Sanchez Garcia, Javier/AFO-6512-2022	Cruz Rambaud, Salvador/0000-0002-1318-1221; Sanchez Garcia, Javier/0000-0002-5907-0340						4	4											MAR	2022	10	6							877	10.3390/math10060877	http://dx.doi.org/10.3390/math10060877												2024-10-15	WOS:000778317400001
J	Matvienko, I; Gasanov, M; Petrovskaia, A; Kuznetsov, M; Jana, R; Pukalchik, M; Oseledets, I				Matvienko, Ivan; Gasanov, Mikhail; Petrovskaia, Anna; Kuznetsov, Maxim; Jana, Raghavendra; Pukalchik, Maria; Oseledets, Ivan			Bayesian Aggregation Improves Traditional Single-Image Crop Classification Approaches	SENSORS				Article						crop classification; unbalanced classes problem; pixel-wise aggregation	LAND-COVER; SEGMENTATION; NDVI; AREA	Accurate information about growing crops allows for regulating the internal stocks of agricultural products and drawing strategies for negotiating agricultural commodities on financial markets. Machine learning methods are widely implemented for crop type recognition and classification based on satellite images. However, field classification is complicated by class imbalance and aggregation of pixel-wise into field-wise forecasting. We propose here a Bayesian methodology for the aggregation of classification results. We report the comparison of class balancing techniques. We also report the comparison of classical machine learning methods and the U-Net convolutional neural network for classifying crops using a single satellite image. The best result for single-satellite-image crop classification was achieved with an overall accuracy of 77.4% and a Macro F1-score of 0.66. Bayesian aggregation for field-wise classification improved the result obtained using majority voting aggregation by 1.5%. We demonstrate here that the Bayesian aggregation approach outperforms the majority voting and averaging strategy in overall accuracy for the single-image crop classification task.	[Matvienko, Ivan] Yandex LLC, Moscow 119021, Russia; [Gasanov, Mikhail; Petrovskaia, Anna; Kuznetsov, Maxim; Oseledets, Ivan] Skolkovo Inst Sci & Technol, Ctr Artificial Intelligence Technol, Moscow 121205, Russia; [Jana, Raghavendra] Skolkovo Inst Sci & Technol, Ctr Agro Technol, Moscow 121205, Russia; [Pukalchik, Maria] Publ Joint Stock Co PJSC Sberbank Russia, Moscow 117997, Russia; [Oseledets, Ivan] Russian Acad Sci, Marchuk Inst Numer Math, Moscow 119991, Russia		Gasanov, M (corresponding author), Skolkovo Inst Sci & Technol, Ctr Artificial Intelligence Technol, Moscow 121205, Russia.	mikhail.gasanov@skoltech.ru	Pukalchik, Mariia/O-9416-2019; Jana, Raghavendra/AAI-7666-2021; Кузнецов, Максим/ISV-1933-2023; Oseledets, Ivan/E-2146-2014; Pukalchik, Maria/E-5821-2017; Matvienko, Ivan/X-7152-2018; Petrovskaia, Anna/M-3705-2013	Oseledets, Ivan/0000-0003-2071-2163; Gasanov, Mikhail/0000-0003-2938-3140; Pukalchik, Maria/0000-0001-7996-642X; Jana, Raghavendra/0000-0001-8113-1990; Matvienko, Ivan/0000-0003-1398-1736; Petrovskaia, Anna/0000-0002-7150-9184						2	2											NOV	2022	22	22							8600	10.3390/s22228600	http://dx.doi.org/10.3390/s22228600												2024-10-15	WOS:000887773900001
J	Huang, NJ; Qi, YQ; Xia, J				Huang, Naijing; Qi, Yuqing; Xia, Jie			China's inflation forecasting in a data-rich environment: based on machine learning algorithms	APPLIED ECONOMICS				Article; Early Access						China's inflation; forecasting; machine learning; data-rich environment; C22; C53; E37	BAYESIAN VECTOR AUTOREGRESSIONS; NEURAL-NETWORK; MODELS; VARIABLES; FRICTIONS; DYNAMICS; MARKETS; HELP	Inflation forecasting stands as a central concern in macroeconomics. This paper focuses on predicting China's inflation within a data-rich environment. Specifically, we compile a large panel of China's monthly macroeconomic and financial variables, employing various machine learning models on this predictor panel to forecast China's inflation, encompassing both CPI and PPI, across various forecasting horizons extending up to 24 months. Our findings indicate the following: First, the machine learning models, when coupled with a large dataset of macroeconomic and financial predictors, demonstrate a superior ability to forecast China's inflation compared to benchmark time series models and principal component regression models. These advantages become even more notable at medium-to-long horizons and during periods of high inflation volatility, as well as CPI/PPI divergence periods. Second, our experiments reveal that penalized linear regression models, such as ridge and elastic net, consistently outperform the benchmarks and nonlinear machine learning methods in most cases. Lastly, variables related to price, stock, and money & credit are identified as the most crucial factors for forecasting inflation in China.	[Huang, Naijing; Qi, Yuqing; Xia, Jie] Cent Univ Finance & Econ, Sch Econ, Beijing, Peoples R China		Xia, J (corresponding author), Cent Univ Finance & Econ, Sch Econ, Beijing, Peoples R China.	marrrkm@163.com	Xia, Jie/K-8226-2014							0	0											2024 MAR 3	2024										10.1080/00036846.2024.2322572	http://dx.doi.org/10.1080/00036846.2024.2322572		MAR 2024										2024-10-15	WOS:001174986500001
J	Xin, JY; Frangopol, DM; Akiyama, M; Han, X				Xin, Jiyu; Frangopol, Dan M.; Akiyama, Mitsuyoshi; Han, Xu			Probabilistic Life-Cycle Connectivity Assessment of Transportation Networks Using Deep Learning	JOURNAL OF BRIDGE ENGINEERING				Article						Transportation network; Connectivity; Bridge; Asphalt pavement; System reliability; Neural networks; Deep learning	SYSTEM RELIABILITY; BRIDGES; SENSITIVITY; PERFORMANCE; CORROSION	Bridges and pavements are two major infrastructure components of a transportation network providing mobility of freight and commodities for economic vitality and access to a range of users as social benefits. However, the lack of a comprehensive infrastructure management system incorporating bridges and pavements inhibits accurate performance prediction, optimal maintenance actions, and the associated use of shrinking budgets. This paper presents an integrated probabilistic life-cycle connectivity framework for the performance analysis of transportation networks containing bridges and asphalt pavements by considering flexural and shear failure modes for prestressed concrete and steel bridges and four failure modes, including international roughness index, rut depth, alligator cracking, and transverse cracking, for asphalt pavements. In this framework, neural network-based deep learning models are used to assess the probabilistic performance of transportation networks and to provide guidance for the associated maintenance strategies. An existing transportation network consisting of bridges and asphalt pavement segments is selected to investigate its life-cycle connectivity reliability and component importance using the matrix-based system reliability method. Results show that the consideration of asphalt pavement failure probability has a significant effect on the probability of transportation network connectivity.	[Xin, Jiyu; Han, Xu] Lehigh Univ, ATLSS Engn Res Ctr, Dept Civil & Environm Engn, Bethlehem, PA 18015 USA; [Frangopol, Dan M.] Lehigh Univ, ATLSS Engn Res Ctr, Dept Civil & Environm Engn, Struct Engn & Architecture, Bethlehem, PA 18015 USA; [Akiyama, Mitsuyoshi] Waseda Univ, Dept Civil & Environm Engn, Tokyo 1698555, Japan		Frangopol, DM (corresponding author), Lehigh Univ, ATLSS Engn Res Ctr, Dept Civil & Environm Engn, Struct Engn & Architecture, Bethlehem, PA 18015 USA.	jix322@lehigh.edu; dan.frangopol@lehigh.edu; akiyama617@waseda.jp; xuh216@lehigh.edu	Akiyama, Mitsuyoshi/ABI-2773-2020; Xin, Jiyu/AAU-8803-2020; Han, Xu/JCD-6309-2023; Frangopol, Dan/A-7408-2015	Akiyama, Mitsuyoshi/0000-0001-9560-2159; Frangopol, Dan/0000-0002-9213-0683; Han, Xu/0000-0003-2136-5466						3	3											SEP 1	2023	28	9							04023066	10.1061/JBENF2.BEENG-6149	http://dx.doi.org/10.1061/JBENF2.BEENG-6149												2024-10-15	WOS:001139557000002
