"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","Abstract","DocumentUrl","DOI"
"Accurate Stock Price Forecasting Based on Deep Learning and Hierarchical Frequency Decomposition","","Li, Yi; Chen, Lei; Sun, Cuiping; Liu, Guoxu; Chen, Chunlei; Zhang, Yonghui","IEEE Access","Scholarly Journals","","12","","2024-01-01","2024","49878","","49878-49894","21693536","","","ENG","The stock market is playing an increasingly important role in the global economy. Accurate stock price forecasting not only aids the government in predicting economic trends but also helps investors anticipate higher expected returns. Nevertheless, hurdles such as nonlinearity, complexity and high volatility make it a daunting task to predict stock prices. To address this issue, this study proposes a new hybrid model, termed Hierarchical Decomposition-based Forecasting Model (HDFM), to decompose and forecast stock prices in a hierarchical fashion. The model utilizes complete ensemble empirical mode decomposition with adaptive noise (CEEMDAN) for the initial decomposition of stock price time series. To enhance the predictive efficiency, sub-series with similar sample entropy from the decomposition were combined using the K-means clustering method. Through a thorough analysis, it was found that the first combined sub-series contained more high-frequency signals. Therefore, the first combined sub-series is subjected to a second decomposition with variational mode decomposition (VMD). Subsequently, the gated recurrent unit (GRU) model was used to individually predict each sub-series. The final results were obtained by merging the prediction outcomes. The proposed model was evaluated on three different stock markets. The experimental results show that the proposed model outperforms other forecasting methods across all stock indices. Moreover, ablation studies demonstrated the effectiveness of each component within the proposed model.","https://www.proquest.com/docview/3035278500?accountid=12870&bdid=83737&_bd=06zdWPSJ25xeNnJmtLlMfiXLZaU%3D","https://doi.org/10.1109/ACCESS.2024.3384430"
"Learning Sentimental and Financial Signals With Normalizing Flows for Stock Movement Prediction","","Tai, Wenxin; Zhong, Ting; Mo, Yuhua; Zhou, Fan","IEEE Signal Processing Letters","Scholarly Journals","","29","","2022-01-01","2022","414","","414-418","10709908","","","ENG","Stockmovement prediction using Tweets (text) and historical price signals (time series) remains a challenging task due to the complex, noisy and dynamic nature of the stock market. The key to improve prediction performance is effectively capturing the complementarity between market sentiment signal from Tweets and time-series signal from the stock price. In this paper, we contribute a new solution StockNF by exploiting a deep generative model technique, Normalizing Flow (NF), to learn more flexible and expressive posterior distributions of latent variables of Tweets and price signals, which can largely ameliorate the bias inference problem in existing methods. We empirically evaluate the NF technique on a public stock movement prediction dataset and show that StockNF outperforms the state-of-the-art baselines.","https://www.proquest.com/docview/2623470644?accountid=12870&bdid=83737&_bd=WV8KYmBdkkx2bqjhNezjrL8eT10%3D","https://doi.org/10.1109/LSP.2021.3135793"
"Developing a Novel Hybrid Model Double Exponential Smoothing and Dual Attention Encoder-Decoder Based Bi-Directional Gated Recurrent Unit Enhanced With Bayesian Optimization to Forecast Stock Price","","Talabathula Jayanth; Manimaran, A","IEEE Access","Scholarly Journals","","12","","2024-01-01","2024","114760","","114760-114785","21693536","","","ENG","Financial market prediction has shown considerable potential in the past few years from the combination of contemporary Deep Learning (DL) techniques and traditional time series forecasting methodologies. To predict the stock prices of three distinct companies General Electric (GE), Microsoft (MSFT), and Amazon (AMZN) datasets. This study presents a novel hybrid model that combines the Double Exponential Smoothing (DES) method with a Deep Learning (DL) model Dual Attention Encoder-Decoder based Bi-directional GRU, optimized using Bayesian Optimization (DES-DA-ED-Bi-GRU-BO). By combining the best features of contemporary and old methods, the hybrid model seeks to efficiently identify patterns and trends in stock data. When handling time series data, the DES method offers a reliable and flexible mechanism that considers trends and seasonality in the data. The DA-ED-Bi-GRU added to the deep learning model further improves its comprehension of intricate patterns found in the stock data. The parameters are adjusted using Bayesian optimization (BO) to maximize the model’s performance. Several performance indicators, such as Mean Absolute Error (MAE), Mean Squared Error (MSE), Root Mean Squared Error (RMSE), R-Square ([Formula Omitted]), and Theil’s U-Statistics (TUS), are used to assess the effectiveness of the model. These measures offer thorough insights into the precision, dependability, and accuracy of the model’s predictions. The experimental findings show that the proposed hybrid model has the ability to predict GE, MSFT, and AMZN stock values with reasonable accuracy. Along with the optimization framework, DL and conventional smoothing approaches combine to provide a potent forecasting tool that may help traders and investors make wise judgments.","https://www.proquest.com/docview/3096382269?accountid=12870&bdid=83737&_bd=N4XUyZLYDyv4Y1Ey23%2FdTNDERWM%3D","https://doi.org/10.1109/ACCESS.2024.3435683"
"Probability rough set and portfolio optimization integrated three-way predication decisions approach to stock price","","Bai, Juncheng; Guo, Jianfeng; Sun, Bingzhen; Guo, Yuqi; Chen, Youwei; Xiao, Xia","Applied Intelligence","Scholarly Journals","","53","24","2023-12-01","Dec 2023","29918","29942","29918-29942","0924669X","","","ENG","In the stock market, accurate trend judgment and reasonable asset distribution are effective ways to obtain ideal return. However, the real stock market is affected by the objective economic environment, investors’ expected return and other potential factors, which makes the classical portfolio strategy face more challenges and pressures. How to build a reliable portfolio strategy in an uncertain environment will be a scientific problem worthy of in-depth discussion. To address this issue, this paper combines machine learning with rough set to establish a new rough set theory prediction model, quantitatively dividing the stock data into three categories and targetedly predicting the future trend according to the complexity. Based on the proposed prediction model, a new portfolio strategy is proposed by integrating the mean-variance model. Firstly, for reducing the volatility and noise of the original data of stock price, outlier processing (OP) and wavelet denoising (WD) are utilized. Secondly, for the sake of pertinently forecasting the future trend of different characteristic stock price, a three-way prediction (TWP) decisions approach is constructed based on multiscale permutation entropy (MPE), probabilistic rough set (PRS), variational modal decomposition (VMD) and deep learning. Finally, 20 stocks of Shanghai and Shenzhen stock exchanges are taken as research samples to verify the scientificity and rationality of the portfolio strategy. The results show that the proposed approach not only provides scientific support and reference for investors’ investment decisions, but also provides a new investment strategy theory and method for the investment decisions of the stock market.","https://www.proquest.com/docview/2907014383?accountid=12870&bdid=83737&_bd=61Ywry0YEbW0hfL%2BrRuaLLBLiK4%3D","https://doi.org/10.1007/s10489-023-05085-3"
"Probabilistic Life-Cycle Connectivity Assessment of Transportation Networks Using Deep Learning","","Jiyu Xin; Frangopol, Dan M; Akiyama, Mitsuyoshi; Xu, Han","Journal of Bridge Engineering","Scholarly Journals","","28","9","2023-09-01","Sep 2023","","","","1084-0702","","","ENG","Bridges and pavements are two major infrastructure components of a transportation network providing mobility of freight and commodities for economic vitality and access to a range of users as social benefits. However, the lack of a comprehensive infrastructure management system incorporating bridges and pavements inhibits accurate performance prediction, optimal maintenance actions, and the associated use of shrinking budgets. This paper presents an integrated probabilistic life-cycle connectivity framework for the performance analysis of transportation networks containing bridges and asphalt pavements by considering flexural and shear failure modes for prestressed concrete and steel bridges and four failure modes, including international roughness index, rut depth, alligator cracking, and transverse cracking, for asphalt pavements. In this framework, neural network–based deep learning models are used to assess the probabilistic performance of transportation networks and to provide guidance for the associated maintenance strategies. An existing transportation network consisting of bridges and asphalt pavement segments is selected to investigate its life-cycle connectivity reliability and component importance using the matrix-based system reliability method. Results show that the consideration of asphalt pavement failure probability has a significant effect on the probability of transportation network connectivity.","https://www.proquest.com/docview/2836121646?accountid=12870&bdid=83737&_bd=XxUV%2F5RwUfPcSrjJo0yN4mxILmQ%3D","https://doi.org/10.1061/JBENF2.BEENG-6149"
"Predictions of bitcoin prices through machine learning based frameworks","","Cocco, Luisanna; Tonelli, Roberto; Marchesi, Michele","PeerJ Computer Science","Scholarly Journals","","","","2021-03-29","Mar 29, 2021","n/a","","","23765992","","","ENG","The high volatility of an asset in financial markets is commonly seen as a negative factor. However short-term trades may entail high profits if traders open and close the correct positions. The high volatility of cryptocurrencies, and in particular of Bitcoin, is what made cryptocurrency trading so profitable in these last years. The main goal of this work is to compare several frameworks each other to predict the daily closing Bitcoin price, investigating those that provide the best performance, after a rigorous model selection by the so-called k-fold cross validation method. We evaluated the performance of one stage frameworks, based only on one machine learning technique, such as the Bayesian Neural Network, the Feed Forward and the Long Short Term Memory Neural Networks, and that of two stages frameworks formed by the neural networks just mentioned in cascade to Support Vector Regression. Results highlight higher performance of the two stages frameworks with respect to the correspondent one stage frameworks, but for the Bayesian Neural Network. The one stage framework based on Bayesian Neural Network has the highest performance and the order of magnitude of the mean absolute percentage error computed on the predicted price by this framework is in agreement with those reported in recent literature works.","https://www.proquest.com/docview/2506710841?accountid=12870&bdid=83737&_bd=klWSC%2B5YcDshvTj2rvlVo9A01cU%3D","https://doi.org/10.7717/peerj-cs.413"
"Machine Learning the Carbon Footprint of Bitcoin Mining","","Calvo-Pardo, Hector F; Calvo-Pardo, Hector F; Mancini, Tullio; Olmo, Jose; Olmo, Jose","Journal of Risk and Financial Management","Scholarly Journals","","15","2","2022-01-01","2022","71","","","19118066","","","ENG","Building on an economic model of rational Bitcoin mining, we measured the carbon footprint of Bitcoin mining power consumption using feed-forward neural networks. We found associated carbon footprints of 2.77, 16.08 and 14.99 MtCO2e for 2017, 2018 and 2019 based on a novel bottom-up approach, which (i) conform with recent estimates, (ii) lie within the economic model bounds while (iii) delivering much narrower prediction intervals and yet (iv) raise alarming concerns, given recent evidence (e.g., from climate–weather integrated models). We demonstrate how machine learning methods can contribute to not-for-profit pressing societal issues, such as global warming, where data complexity and availability can be overcome.","https://www.proquest.com/docview/2632815962?accountid=12870&bdid=83737&_bd=XWKv6sQvdIf5z%2Fw0QEH%2F9O7n2V0%3D","https://doi.org/10.3390/jrfm15020071"
"Treatment Effect Risk: Bounds and Inference","","Kallus, Nathan","Management Science","Scholarly Journals","","69","8","2023-08-01","Aug 2023","4579","","","00251909","","","ENG","Because the average treatment effect (ATE) measures the change in social welfare, even if positive, there is a risk of negative effect on, say, some 10% of the population. Assessing such risk is difficult, however, because any one individual treatment effect (ITE) is never observed, so the 10% worst-affected cannot be identified, whereas distributional treatment effects only compare the first deciles within each treatment group, which does not correspond to any 10% subpopulation. In this paper, we consider how to nonetheless assess this important risk measure, formalized as the conditional value at risk (CVaR) of the ITE distribution. We leverage the availability of pretreatment covariates and characterize the tightest possible upper and lower bounds on ITE-CVaR given by the covariate-conditional average treatment effect (CATE) function. We then proceed to study how to estimate these bounds efficiently from data and construct confidence intervals. This is challenging even in randomized experiments as it requires understanding the distribution of the unknown CATE function, which can be very complex if we use rich covariates to best control for heterogeneity. We develop a debiasing method that overcomes this and prove it enjoys favorable statistical properties even when CATE and other nuisances are estimated by black box machine learning or even inconsistently. Studying a hypothetical change to French job search counseling services, our bounds and inference demonstrate a small social benefit entails a negative impact on a substantial subpopulation.","https://www.proquest.com/docview/2847936884?accountid=12870&bdid=83737&_bd=BnTrZiEkgrLtTWfJogZyv5hEaIY%3D","https://doi.org/10.1287/mnsc.2023.4819"
"The roles of liquidity and delay in financial markets based on an optimal forecasting model.","","Yang, Guo-Hui; Ma, Si-Qi; Bian, Xiao-Dong; Li, Jiang-Cheng","PloS one","Undefined","","18","9","2023-01-01","2023","e0290869","e0290869","e0290869","","1932-6203","","ENG","We investigate the roles of liquidity and delay in financial markets through our proposed optimal forecasting model. The efficiency and liquidity of the financial market are examined using stochastic models that incorporate information delay. Based on machine learning, we estimate the in-sample and out-of-sample forecasting price performances of the six proposed methods using the likelihood function and Bayesian methods, and the out-of-sample prediction performance is compared with the benchmark model ARIMA-GARCH. We discover that the forecasting price performance of the proposed simplified delay stochastic model is superior to that of the benchmark methods by the test methods of a variety of loss function, superior predictive ability test (SPA), Akaike information criterion (AIC), and Bayesian information criterion (BIC). Using data from the Chinese stock market, the best forecasting model assesses the efficiency and liquidity of the financial market while accounting for information delay and trade probability. The rise in trade probability and delay time affects the stability of the return distribution and raises the risk, according to stochastic simulation. The empirical findings show that empirical and best forecasting approaches are compatible, that company size and liquidity (delay time) have an inverse relationship, and that delay time and liquidity have a nonlinear relationship. The most efficient have optimal liquidity.","https://www.proquest.com/docview/2860401547?accountid=12870&bdid=83737&_bd=UbWSUk3opJYRbsLj07NAPxf5x4o%3D","https://doi.org/10.1371/journal.pone.0290869"
"Sentiment-aware volatility forecasting","","Xing, Frank Z; Cambria, Erik; Zhang, Yue","Knowledge-Based Systems","Scholarly Journals","","176","","2019-07-15","Jul 15, 2019","68","","","0950-7051","","","ENG","Recent advances in the integration of deep recurrent neural networks and statistical inferences have paved new avenues for joint modeling of moments of random variables, which is highly useful for signal processing, time series analysis, and financial forecasting. However, introducing explicit knowledge as exogenous variables has received little attention. In this paper, we propose a novel model termed sentiment-aware volatility forecasting (SAVING), which incorporates market sentiment for stock return fluctuation prediction. Our framework provides an ensemble of symbolic and sub-symbolic AI approaches, that is, including grounded knowledge into a connectionist neural network. The model aims at producing a more accurate estimation of temporal variances of asset returns by better capturing the bi-directional interaction between movements of asset price and market sentiment. The interaction is modeled using Variational Bayes via the data generation and inference operations. We benchmark our model with 9 other popular ones in terms of the likelihood of forecasts given the observed sequence. Experimental results suggest that our model not only outperforms pure statistical models, e.g., GARCH and its variants, Gaussian-process volatility model, but also outperforms the state-of-the-art autoregressive deep neural nets architectures, such as the variational recurrent neural network and the neural stochastic volatility model.","https://www.proquest.com/docview/2236171793?accountid=12870&bdid=83737&_bd=KkAUEZq7eho3MEwtHVh1sDJx9us%3D","https://doi.org/10.1016/j.knosys.2019.03.029"
"Prediction of events based on Complex Event Processing and Probabilistic Fuzzy Logic","","Govindasamy, V; Ganesh, R; Nivash, G; Shivaraman, S","The Institute of Electrical and Electronics Engineers, Inc. (IEEE) Conference Proceedings.","Undefined","Institute of Electrical and Electronics Engineers, Inc., 3 Park Avenue, 17th Fl New York NY 10016-5997 USA","","","2014-04-01","April 2014","494","499","494-499","","","","ENG","This paper proposes a prediction system named as PECEP. PECEP is based on Complex Event Processing (CEP) and Probabilistic Fuzzy Logic (PFL). CEP is event processing that combines data from multiple sources to infer events or patterns that suggest more complicated circumstances. The main aim of CEP is to identify meaningful events such as opportunities or threats and respond to them as quickly as possible. A PFL is a type of logic that recognizes more than simple truth values. Fuzzy logic can be represented with degrees of truthfulness and falsehood. The event data are downloaded and updated dynamically from the online data source. PECEP consists of three steps namely Collection of Data Set, Feature Processing and Machine Learning. PECEP is validated using Esper in the stock market domain. A stock market or equity market is a public entity for the trading of company stock and derivatives at an agreed price. The output of the PECEP provides a guideline about the future price of stock. The performance of PECEP is compared with the existing system in terms of the four parameters- Accuracy, Error Rate Analysis, Processing Time and Throughput.","https://www.proquest.com/docview/1770334703?accountid=12870&bdid=83737&_bd=Hz0F0Inl59fm%2BwbKcpPvX9ZQ59I%3D","https://doi.org/10.1109/ICCPEIC.2014.6915414"
"Annotators’ Selection Impact on the Creation of a Sentiment Corpus for the Cryptocurrency Financial Domain","","Manoel Fernando Alonso Gadi; Sicilia, Miguel Angel","IEEE Access","Scholarly Journals","","11","","2023-01-01","2023","131081","","131081-131088","21693536","","","ENG","Well labeled natural language corpus data is essential for most natural language processing techniques, especially in specialized fields. However, cohort biases remain a significant challenge in machine learning. The narrow origin of data sampling or human annotators in cohorts is a prevalent issue for machine learning researchers due to its potential to induce bias in the final product. During the development of the CryptoLin corpus for another research project, the authors became concerned about the potential influence of cohort bias on the selection of annotators. Therefore, this paper addresses the question of whether cohort diversity improves the labeling result through the implementation of a repeated annotator process, involving two annotator cohorts and a statistically robust comparison methodology. The utilization of statistical tests, such as the Chi-Square Independence test for absolute frequency tables, and the construction of confidence intervals for Kappa point estimates, facilitates a rigorous analysis of the differences between Kappa estimates. Furthermore, the application of a two-proportion z-test to compare the accuracy scores of UTAD and IE annotators for various pre-trained models, including Vader Sentiment Analysis, TextBlob Sentiment Analysis, Flair NLP library, and FinBERT Financial Sentiment Analysis with BERT, contributes to the advancement of knowledge in this field. The paper utilizes Cryptocurrency Linguo (CryptoLin), a corpus containing 2683 cryptocurrency-related news articles spanning more than three years, and compares two different selection criteria for the annotators. CryptoLin was annotated twice with discrete values representing negative, neutral, and positive news respectively. The first annotation was done by twenty-seven annotators from the same cohort. Each news title was randomly assigned and blindly annotated by three human annotators. The second annotation was carried out by eighty-three annotators from three cohorts. Each news title was randomly assigned and blindly annotated by three human annotators, one in each different cohort. In both annotations, a consensus mechanism using simple voting was applied. The first annotation used the same cohort with students from the same nationality and background. The second used three cohorts with students from a very diverse set of nationalities and educational backgrounds. The results demonstrate that manual labeling done by both groups was acceptable according to inter-rater reliability coefficients Fleiss’s Kappa, Krippendorff’s Alpha, and Gwet’s AC1. Preliminary analysis utilizing Vader, Textblob, Flair, and FinBERT confirmed the utility of the data set labeling for further refinement of sentiment analysis algorithms. Our results also highlight that the more diverse annotator pool performed better in all measured aspects.","https://www.proquest.com/docview/2895003352?accountid=12870&bdid=83737&_bd=g%2BkWKujv4Hd%2BQMPc6umLV2Ki3xM%3D","https://doi.org/10.1109/ACCESS.2023.3334260"
"Deep learning-based rolling horizon unit commitment under hybrid uncertainties","","Zhou, Min; Wang, Bo https://orcid.org/0000-0002-9264-9741; Watada, J. (Junzo), https://orcid.org/0000-0002-3322-2086","Energy","Undefined","Elsevier Ltd","","","2019-07-28","Jul 28, 2019","","","","0360-5442","0360-5442","","ENG","Unit commitment is an optimization problem in power systems, which aims to satisfy future load at minimal cost by scheduling the on/off state and output of generation resources like thermal units. One challenge herein is the uncertainties that exist in both supply and demand sides of power systems, which becomes more severe with the growing penetration of renewable energy and the popularity of diversified loads. This paper proposes a rolling horizon model for unit commitment optimization under hybrid uncertainties. First, a probabilistic forecast approach for future load and wind power is given by exploiting the advanced deep learning structures, i.e. long short-term memory neural networks. Second, a Value-at-Risk-based unit commitment model is applied to decide the on/off state and output of thermal units in the next 24 h. Then at each time window, the distributions of future load and wind power are dynamically adjusted by a rolling forecast mechanism to involve the real-time collected data, whereafter a look-ahead economic dispatch model is applied to improve the output of units. Finally, the effectiveness of this research is demonstrated by a series of experiments. Generally, this study introduces a fundamental way to integrate forecast approaches into classical unit commitment optimization models.","https://www.proquest.com/docview/2305231872?accountid=12870&bdid=83737&_bd=ekLIXxVz%2FOdenhHHm6UBvlxRGXg%3D","https://doi.org/10.1016/j.energy.2019.07.173"
"Artificial Learning Dispatch Planning with Probabilistic Forecasts: Using Uncertainties as an Asset","","Ana Carolina do Amaral Burghi; Hirsch, Tobias; Pitz-Paal, Robert","Energies","Scholarly Journals","","13","3","2020-01-01","2020","616","","","19961073","","","ENG","Weather forecast uncertainty is a key element for energy market volatility. By intelligently considering uncertainties on the schedule development, renewable energy systems with storage could improve dispatching accuracy, and therefore, effectively participate in electricity wholesale markets. Deterministic forecasts have been traditionally used to support dispatch planning, representing reduced or no uncertainty information about the future weather. Aiming at better representing the uncertainties involved, probabilistic forecasts have been developed to increase forecasting accuracy. For the dispatch planning, this can highly influence the development of a more precise schedule. This work extends a dispatch planning method to the use of probabilistic weather forecasts. The underlying method used a schedule optimizer coupled to a post-processing machine learning algorithm. This machine learning algorithm was adapted to include probabilistic forecasts, considering their additional information on uncertainties. This post-processing applied a calibration of the planned schedule considering the knowledge about uncertainties obtained from similar past situations. Simulations performed with a concentrated solar power plant model following the proposed strategy demonstrated promising financial improvement and relevant potential in dealing with uncertainties. Results especially show that information included in probabilistic forecasts can increase financial revenues up to 15% (in comparison to a persistence solar driven approach) if processed in a suitable way.","https://www.proquest.com/docview/2422313451?accountid=12870&bdid=83737&_bd=XS%2B%2BOLwlr5wNauGWfCoS4qS%2BI6M%3D","https://doi.org/10.3390/en13030616"
"Return and Value at Risk using the Dirichlet Process","","Zarepour, Mahmoud; Bédard, Thierry; Dabrowski, André R","Applied Mathematical Finance","Scholarly Journals","","15","3","2008-06-01","Jun 2008","205","","","1350486X","","","ENG","There exists a wide variety of models for return, and the chosen model determines the tool required to calculate the value at risk (VaR). This paper introduces an alternative methodology to model-based simulation by using a Monte Carlo simulation of the Dirichlet process. The model is constructed in a Bayesian framework, using properties initially described by Ferguson. A notable advantage of this model is that, on average, the random draws are sampled from a mixed distribution that consists of a prior guess by an expert and the empirical process based on a random sample of historical asset returns. The method is relatively automatic and similar to machine learning tools, e.g. the estimate is updated as new data arrive. [PUBLICATION ABSTRACT]","https://www.proquest.com/docview/216641869?accountid=12870&bdid=83737&_bd=QimCMdR3MiiMaJkAuig0V65YNGQ%3D",""
"Modeling Bitcoin Prices using Signal Processing Methods, Bayesian Optimization, and Deep Neural Networks","","Tripathi, Bhaskar; Sharma, Rakesh Kumar","Computational Economics","Scholarly Journals","","62","4","2023-12-01","Dec 2023","1919","1945","1919-1945","09277099","","","ENG","Bitcoin is a volatile financial asset that runs on a decentralized peer-to-peer Blockchain network. Investors need accurate price forecasts to minimize losses and maximize profits. Extreme volatility, speculative nature, and dependence on intrinsic and external factors make Bitcoin price forecast challenging. This research proposes a reliable forecasting framework by reducing the inherent noise in Bitcoin time series and by examining the predictive power of three distinct types of predictors, namely fundamental indicators, technical indicators, and univariate lagged prices. We begin with a three-step hybrid feature selection procedure to identify the variables with the highest predictive ability, then use Hampel and Savitzky–Golay filters to impute outliers and remove signal noise from the Bitcoin time series. Next, we use several deep neural networks tuned by Bayesian Optimization to forecast short-term prices for the next day, three days, five days, and seven days ahead intervals. We found that the Deep Artificial Neural Network model created using technical indicators as input data outperformed other benchmark models like Long Short Term Memory, Bi-directional LSTM (BiLSTM), and Convolutional Neural Network (CNN)-BiLSTM. The presented results record a high accuracy and outperform all existing models available in the past literature with an absolute percentage error as low as 0.28% for the next day forecast and 2.25% for the seventh day for the latest out of sample period ranging from Jan 1, 2021, to Nov 1, 2021. With contributions in feature selection, data-preprocessing, and hybridizing deep learning models, this work contributes to researchers and traders in fundamental and technical domains.","https://www.proquest.com/docview/2885676416?accountid=12870&bdid=83737&_bd=8AwvMPrAqAd0rUke2m53UnbQx8U%3D","https://doi.org/10.1007/s10614-022-10325-8"
"IoT-based group size prediction and recommendation system using machine learning and deep learning techniques","","Chopra, Deepti; Kaur, Arvinder","SN Applied Sciences","Scholarly Journals","","3","2","2021-02-01","Feb 2021","160","","160","25233963","","","ENG","In an open source software development environment, it is hard to decide the number of group members required for resolving software issues. Developers generally reply to issues based totally on their domain knowledge and interest, and there are no predetermined groups. The developers openly collaborate on resolving the issues based on many factors, such as their interest, domain expertise, and availability. This study compares eight different algorithms employing machine learning and deep learning, namely—Convolutional Neural Network, Multilayer Perceptron, Classification and Regression Trees, Generalized Linear Model, Bayesian Additive Regression Trees, Gaussian Process, Random Forest and Conditional Inference Tree for predicting group size in five open source software projects developed and managed using an open source development framework GitHub. The social information foraging model has also been extended to predict group size in software issues, and its results compared to those obtained using machine learning and deep learning algorithms. The prediction results suggest that deep learning and machine learning models predict better than the extended social information foraging model, while the best-ranked model is a deep multilayer perceptron((R.M.S.E. sequelize—1.21, opencv—1.17, bitcoin—1.05, aseprite—1.01, electron—1.16). Also it was observed that issue labels helped improve the prediction performance of the machine learning and deep learning models. The prediction results of these models have been used to build an Issue Group Recommendation System as an Internet of Things application that recommends and alerts additional developers to help resolve an open issue.","https://www.proquest.com/docview/2788427527?accountid=12870&bdid=83737&_bd=aHkp5XMQqKwYQ%2F5PcqK0zoSiz50%3D","https://doi.org/10.1007/s42452-021-04162-x"
"Research on HMM-Based Efficient Stock Price Prediction","","Su, Zhi; Yi, Bo","Mobile Information Systems","Scholarly Journals","","2022","","2022-01-01","2022","","","","1574-017X","1875-905X","","ENG","Stock market is one of the most important parts of the investment market. Compared with other industries, the stock market not only has a higher rate of return on investment but also has a higher risk, and stock price prediction has always been a close concern of investors. Therefore, the research on stock price prediction methods and how to reduce the error of stock price prediction has become a hot topic for many scholars at home and abroad. In recent years, the development of computer technology such as machine learning and econometric method makes the stock price prediction more reliable. Due to the hidden Markov nature of stock price, this paper proposes a stock price prediction method based on hidden Markov model (HMM). To be specific, since the data of stock price have continuity in time series, it is necessary to extend the discrete HMM to the continuous HMM, and then put forward the up and down trend prediction model based on the continuous HMM. The first-order continuous HMM is extended to the second-order continuous HMM, and the stock price is predicted by combining the prediction method of fluctuation range. As a result, the proposed second-order continuous HMM-based stock price prediction model is simulated on Hang Seng Index (HSI), one of the earliest stock market indexes in Hong Kong. The evaluation results on six months HSI show that the predicted value of the proposed model is very close to the actual value and outperforms three benchmarks in terms of RMSE, MAE, and R2.","https://www.proquest.com/docview/2640855827?accountid=12870&bdid=83737&_bd=eFrXCiVqai%2BiHooCcJj2FTh2snk%3D","https://doi.org/10.1155/2022/8124149"
"Bayesian Aggregation Improves Traditional Single-Image Crop Classification Approaches.","","Matvienko, Ivan; Gasanov, Mikhail; Petrovskaia, Anna; Kuznetsov, Maxim; Jana, Raghavendra; Pukalchik, Maria; Oseledets, Ivan","Sensors (Basel, Switzerland)","Undefined","","22","22","2022-11-08","November 8, 2022","","","","","1424-8220","","ENG","Accurate information about growing crops allows for regulating the internal stocks of agricultural products and drawing strategies for negotiating agricultural commodities on financial markets. Machine learning methods are widely implemented for crop type recognition and classification based on satellite images. However, field classification is complicated by class imbalance and aggregation of pixel-wise into field-wise forecasting. We propose here a Bayesian methodology for the aggregation of classification results. We report the comparison of class balancing techniques. We also report the comparison of classical machine learning methods and the U-Net convolutional neural network for classifying crops using a single satellite image. The best result for single-satellite-image crop classification was achieved with an overall accuracy of 77.4% and a Macro F1-score of 0.66. Bayesian aggregation for field-wise classification improved the result obtained using majority voting aggregation by 1.5%. We demonstrate here that the Bayesian aggregation approach outperforms the majority voting and averaging strategy in overall accuracy for the single-image crop classification task.","https://www.proquest.com/docview/2740510439?accountid=12870&bdid=83737&_bd=1sfH3UYQItm7lOOzmiRczogeUcw%3D","https://doi.org/10.3390/s22228600"
"Financial risk assessment in shipping: a holistic machine learning based methodology","","Clintworth, Mark; Lyridis, Dimitrios; Boulougouris, Evangelos","Maritime Economics & Logistics","Scholarly Journals","","25","1","2023-03-01","Mar 2023","90","121","90-121","14792931","","","ENG","Corporate financial distress (FD) prediction models are of great importance to all stakeholders, including regulators and banks, who rely on acceptable estimates of default risk, for both individual borrowers and bank loan portfolios. Whilst this subject has been covered extensively in finance research, its application to international shipping companies has been limited while the focus has mainly been on the application of traditional linear modelling, using sparse, cross-sectional financial statement data. Insufficient attention has been paid to the noisy and incomplete nature of shipping company financial statement information. This study contributes to the literature through the design, development and testing of a novel holistic machine learning methodology which integrates predictor evaluation and missing data analysis into the distress prediction process. The model was validated using a longitudinal dataset of over 5000 company year-end financial statements combined with macroeconomic and market predictors. We applied this methodology first for individual company level distress prediction before testing the models’ ability to provide accurate confidence intervals by backtesting conditional value-at-risk estimations of the distress rates for bank portfolios. We conclude that, by adopting a holistic approach, our methodology can enhance financial monitoring of company loans and bank loan portfolios thereby providing a practical “early warning system” for financial distress.","https://www.proquest.com/docview/2783534809?accountid=12870&bdid=83737&_bd=Cm0DPD8A%2F%2FzbcWM3lUccUz%2FkCXY%3D","https://doi.org/10.1057/s41278-020-00183-2"
"A general Bayesian model for heteroskedastic data with fully conjugate full-conditional distributions","","Parker, Paul A; Holan, Scott H; Wills, Skye A","Journal of Statistical Computation and Simulation","Scholarly Journals","","91","15","2021-10-01","Oct 2021","3207","3227","3207-3227","00949655","","","ENG","Models for heteroskedastic data are relevant in a variety of applications ranging from financial time series to environmental statistics. However, the topic of modelling the variance function conditionally has not seen as much attention as modelling the mean. Volatility models have been used in specific applications, but these models can be difficult to fit in a Bayesian setting due to posterior distributions that are challenging to sample efficiently. In this work, we introduce a general model for heteroskedastic data. This approach models the conditional variance as a function of any desired covariates or random effects. We rely on multivariate log-Gamma distribution theory to construct priors that yield fully conjugate full-conditional distributions for Gibbs sampling. Furthermore, we extend the model to a deep learning approach that can provide highly accurate estimates for time dependent data. We also provide an extension for heavy-tailed data. We illustrate our methodology via three applications.","https://www.proquest.com/docview/2578277200?accountid=12870&bdid=83737&_bd=Q%2FRPcPDqLHDECksX23jj8oyuAe8%3D","https://doi.org/10.1080/00949655.2021.1925279"
